"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"District of Columbia"	"11"	"30-34 years"	"30-34"	29	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	14	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	17	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"			128	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	256	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	193	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	154	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	129	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	83	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	88	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	70	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	57	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	31	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"			1121	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	166	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	161	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	126	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	87	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	68	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	50	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	34	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	29	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	15	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"			783	Not Applicable	Not Applicable
	"Hawaii"	"15"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Hawaii"	"15"			33	Not Applicable	Not Applicable
	"Idaho"	"16"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Idaho"	"16"			36	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	290	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	222	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	129	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	93	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	55	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	25	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	24	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Illinois"	"17"			942	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	88	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	70	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	69	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	38	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	33	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	35	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Indiana"	"18"			389	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Iowa"	"19"			74	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Kansas"	"20"			134	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	63	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	46	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	48	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	38	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	29	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Kentucky"	"21"			307	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	149	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	104	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	97	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	62	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	53	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	41	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	32	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	20	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	12	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
