"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"California"	"06"	"55-59 years"	"55-59"	360	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	294	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	273	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	219	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	147	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	127	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	100	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	46	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"California"	"06"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"25-29 years"	"25-29"	136	Not Applicable	Not Applicable
	"Colorado"	"08"	"30-34 years"	"30-34"	146	Not Applicable	Not Applicable
	"Colorado"	"08"	"35-39 years"	"35-39"	124	Not Applicable	Not Applicable
	"Colorado"	"08"	"40-44 years"	"40-44"	100	Not Applicable	Not Applicable
	"Colorado"	"08"	"45-49 years"	"45-49"	100	Not Applicable	Not Applicable
	"Colorado"	"08"	"50-54 years"	"50-54"	86	Not Applicable	Not Applicable
	"Colorado"	"08"	"55-59 years"	"55-59"	94	Not Applicable	Not Applicable
	"Colorado"	"08"	"60-64 years "	"60-64"	81	Not Applicable	Not Applicable
	"Colorado"	"08"	"65-69 years"	"65-69"	68	Not Applicable	Not Applicable
	"Colorado"	"08"	"70-74 years"	"70-74"	54	Not Applicable	Not Applicable
	"Colorado"	"08"	"75-79 years"	"75-79"	41	Not Applicable	Not Applicable
	"Colorado"	"08"	"80-84 years"	"80-84"	30	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	17	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	25	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	20	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	19	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	34	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	42	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	33	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	24	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	25	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"25-29 years"	"25-29"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	223	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	228	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	199	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	212	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	206	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	246	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	288	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	276	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	216	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	203	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	169	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	151	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	86	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	51	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	150	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	151	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	135	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	123	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	119	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	105	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	118	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	93	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	72	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	58	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	53	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	41	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"25-29 years"	"25-29"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"25-29 years"	"25-29"	42	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	42	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	42	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	38	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	144	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	113	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	107	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	113	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	114	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	117	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	105	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	93	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	82	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	52	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	108	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	95	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	78	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	85	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	79	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	79	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	72	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	72	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	42	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	49	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	32	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	63	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	58	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	56	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	60	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	78	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	93	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	57	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	68	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	46	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	62	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	48	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	42	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	32	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	70	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	51	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	52	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	52	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	65	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	58	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	54	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	45	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	26	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	29	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	26	Not Applicable	Not Applicable
	"Louisiana"	"22"	"80-84 years"	"80-84"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"25-29 years"	"25-29"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"30-34 years"	"30-34"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"35-39 years"	"35-39"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"40-44 years"	"40-44"	17	Not Applicable	Not Applicable
	"Maine"	"23"	"45-49 years"	"45-49"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"50-54 years"	"50-54"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"55-59 years"	"55-59"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"60-64 years "	"60-64"	13	Not Applicable	Not Applicable
	"Maine"	"23"	"65-69 years"	"65-69"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"70-74 years"	"70-74"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"80-84 years"	"80-84"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"25-29 years"	"25-29"	58	Not Applicable	Not Applicable
