"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"100+ years"	"100+"	59	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	65	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	78	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	100	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	163	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	258	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	355	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	430	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	481	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	514	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	646	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	679	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	711	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	651	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	334	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	65	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	34	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	85	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	118	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	168	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	171	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	187	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	220	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	190	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	189	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	109	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	43	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	12	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	23	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	16	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	29	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	35	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	69	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	95	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	91	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	95	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	81	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	70	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	89	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	73	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	25	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	222	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	366	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	576	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	714	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	961	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	1498	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	2427	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	3036	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	3421	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	3770	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	3967	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	4194	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	3901	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	2654	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	1104	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	176	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	150	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	233	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	348	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	439	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	603	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	837	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	1304	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	1661	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	1751	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	1941	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	1908	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	1848	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	1631	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	1062	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	376	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	96	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	28	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	43	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	45	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	80	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	121	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	151	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	162	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	190	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	179	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	212	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	199	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	168	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	80	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"25-29 years"	"25-29"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	34	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	58	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	42	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	76	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	94	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	182	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	223	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	249	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	307	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	348	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	338	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	273	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	214	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	99	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	22	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	129	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	202	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	320	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	391	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	558	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	758	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	1215	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	1652	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	1794	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	2007	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	2097	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	2223	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	2234	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	1708	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	777	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	170	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	150	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	192	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	236	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	386	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	594	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	786	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	1041	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	1220	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	1423	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	1461	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	1453	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	1318	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	1031	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	440	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	80	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	61	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	85	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	102	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	109	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	206	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	306	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	422	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	476	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	545	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	558	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	629	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	689	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	600	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	259	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	82	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	101	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	159	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	191	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	340	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	421	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	480	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	521	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	554	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	582	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	585	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	407	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	181	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	47	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	75	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	109	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	200	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	236	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	337	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	479	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	659	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	914	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	920	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	1056	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	988	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	1023	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	858	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	593	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	186	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	37	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	58	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	111	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	208	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	212	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	276	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	376	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	577	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	844	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	927	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	947	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	961	Not Applicable	Not Applicable
	"Louisiana"	"22"	"80-84 years"	"80-84"	952	Not Applicable	Not Applicable
	"Louisiana"	"22"	"85-89 years"	"85-89"	914	Not Applicable	Not Applicable
	"Louisiana"	"22"	"90-94 years"	"90-94"	602	Not Applicable	Not Applicable
	"Louisiana"	"22"	"95-99 years"	"95-99"	212	Not Applicable	Not Applicable
	"Louisiana"	"22"	"100+ years"	"100+"	45	Not Applicable	Not Applicable
	"Maine"	"23"	"30-34 years"	"30-34"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"35-39 years"	"35-39"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"40-44 years"	"40-44"	45	Not Applicable	Not Applicable
	"Maine"	"23"	"45-49 years"	"45-49"	67	Not Applicable	Not Applicable
	"Maine"	"23"	"50-54 years"	"50-54"	103	Not Applicable	Not Applicable
	"Maine"	"23"	"55-59 years"	"55-59"	157	Not Applicable	Not Applicable
	"Maine"	"23"	"60-64 years "	"60-64"	188	Not Applicable	Not Applicable
	"Maine"	"23"	"65-69 years"	"65-69"	240	Not Applicable	Not Applicable
	"Maine"	"23"	"70-74 years"	"70-74"	300	Not Applicable	Not Applicable
	"Maine"	"23"	"75-79 years"	"75-79"	272	Not Applicable	Not Applicable
	"Maine"	"23"	"80-84 years"	"80-84"	306	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	331	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	211	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	101	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"25-29 years"	"25-29"	67	Not Applicable	Not Applicable
	"Maryland"	"24"	"30-34 years"	"30-34"	114	Not Applicable	Not Applicable
	"Maryland"	"24"	"35-39 years"	"35-39"	150	Not Applicable	Not Applicable
	"Maryland"	"24"	"40-44 years"	"40-44"	214	Not Applicable	Not Applicable
	"Maryland"	"24"	"45-49 years"	"45-49"	211	Not Applicable	Not Applicable
	"Maryland"	"24"	"50-54 years"	"50-54"	401	Not Applicable	Not Applicable
	"Maryland"	"24"	"55-59 years"	"55-59"	621	Not Applicable	Not Applicable
	"Maryland"	"24"	"60-64 years "	"60-64"	721	Not Applicable	Not Applicable
	"Maryland"	"24"	"65-69 years"	"65-69"	888	Not Applicable	Not Applicable
	"Maryland"	"24"	"70-74 years"	"70-74"	1067	Not Applicable	Not Applicable
	"Maryland"	"24"	"75-79 years"	"75-79"	982	Not Applicable	Not Applicable
	"Maryland"	"24"	"80-84 years"	"80-84"	1106	Not Applicable	Not Applicable
	"Maryland"	"24"	"85-89 years"	"85-89"	1002	Not Applicable	Not Applicable
	"Maryland"	"24"	"90-94 years"	"90-94"	811	Not Applicable	Not Applicable
	"Maryland"	"24"	"95-99 years"	"95-99"	344	Not Applicable	Not Applicable
