"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"55-59 years"	"55-59"	341	Not Applicable	Not Applicable
	"Alaska"	"02"	"60-64 years "	"60-64"	435	Not Applicable	Not Applicable
	"Alaska"	"02"	"65-69 years"	"65-69"	509	Not Applicable	Not Applicable
	"Alaska"	"02"	"70-74 years"	"70-74"	511	Not Applicable	Not Applicable
	"Alaska"	"02"	"75-79 years"	"75-79"	501	Not Applicable	Not Applicable
	"Alaska"	"02"	"80-84 years"	"80-84"	469	Not Applicable	Not Applicable
	"Alaska"	"02"	"85-89 years"	"85-89"	439	Not Applicable	Not Applicable
	"Alaska"	"02"	"90-94 years"	"90-94"	300	Not Applicable	Not Applicable
	"Alaska"	"02"	"95-99 years"	"95-99"	117	Not Applicable	Not Applicable
	"Alaska"	"02"	"100+ years"	"100+"	18	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			4416	Not Applicable	Not Applicable
	"Arizona"	"04"	"25-29 years"	"25-29"	731	Not Applicable	Not Applicable
	"Arizona"	"04"	"30-34 years"	"30-34"	829	Not Applicable	Not Applicable
	"Arizona"	"04"	"35-39 years"	"35-39"	939	Not Applicable	Not Applicable
	"Arizona"	"04"	"40-44 years"	"40-44"	999	Not Applicable	Not Applicable
	"Arizona"	"04"	"45-49 years"	"45-49"	1351	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	2008	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	3222	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	4326	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	5371	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	6690	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	7607	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	7955	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	7928	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	6090	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	2798	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	486	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			59330	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	254	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	356	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	455	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	580	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	772	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	1198	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	1944	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	2761	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	3186	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	3855	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	4122	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	4292	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	3917	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	2927	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	1280	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	270	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			32169	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	2726	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	3175	Not Applicable	Not Applicable
	"California"	"06"	"35-39 years"	"35-39"	3649	Not Applicable	Not Applicable
	"California"	"06"	"40-44 years"	"40-44"	4207	Not Applicable	Not Applicable
	"California"	"06"	"45-49 years"	"45-49"	5986	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	9187	Not Applicable	Not Applicable
	"California"	"06"	"55-59 years"	"55-59"	14525	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	19830	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	22876	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	26993	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	29385	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	33415	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	36869	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	32744	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	16670	Not Applicable	Not Applicable
	"California"	"06"	"100+ years"	"100+"	3696	Not Applicable	Not Applicable
"Total"	"California"	"06"			265933	Not Applicable	Not Applicable
	"Colorado"	"08"	"25-29 years"	"25-29"	513	Not Applicable	Not Applicable
	"Colorado"	"08"	"30-34 years"	"30-34"	600	Not Applicable	Not Applicable
	"Colorado"	"08"	"35-39 years"	"35-39"	679	Not Applicable	Not Applicable
	"Colorado"	"08"	"40-44 years"	"40-44"	733	Not Applicable	Not Applicable
	"Colorado"	"08"	"45-49 years"	"45-49"	961	Not Applicable	Not Applicable
	"Colorado"	"08"	"50-54 years"	"50-54"	1336	Not Applicable	Not Applicable
	"Colorado"	"08"	"55-59 years"	"55-59"	2194	Not Applicable	Not Applicable
	"Colorado"	"08"	"60-64 years "	"60-64"	2944	Not Applicable	Not Applicable
	"Colorado"	"08"	"65-69 years"	"65-69"	3540	Not Applicable	Not Applicable
	"Colorado"	"08"	"70-74 years"	"70-74"	4023	Not Applicable	Not Applicable
	"Colorado"	"08"	"75-79 years"	"75-79"	4315	Not Applicable	Not Applicable
	"Colorado"	"08"	"80-84 years"	"80-84"	4844	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	5221	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	4459	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	1983	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	397	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"			38742	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	259	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	348	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	409	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	415	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	579	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	962	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	1461	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	2054	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	2256	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	2946	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	3356	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	3827	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	4706	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	4683	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	2377	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	547	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"			31185	Not Applicable	Not Applicable
	"Delaware"	"10"	"25-29 years"	"25-29"	111	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	151	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	163	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	151	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	197	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	301	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	492	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	698	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	849	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	986	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	1128	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	1188	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	1246	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	941	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	495	Not Applicable	Not Applicable
	"Delaware"	"10"	"100+ years"	"100+"	74	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"			9171	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"25-29 years"	"25-29"	75	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	84	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	102	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	109	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	157	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	238	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	369	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	496	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	503	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	493	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	470	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	504	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	472	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	448	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	260	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	80	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"			4860	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	1854	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	2302	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	2663	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	3049	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	4236	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	6577	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	10971	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	14969	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	17634	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	22188	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	24902	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	27325	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	28703	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	23938	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	11281	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	2484	Not Applicable	Not Applicable
"Total"	"Florida"	"12"			205076	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	892	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	1062	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	1335	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	1617	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	2386	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	3613	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	5554	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	7775	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	8589	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	10185	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	10427	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	10247	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	10001	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	7030	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	3042	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	608	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"			84363	Not Applicable	Not Applicable
	"Hawaii"	"15"	"25-29 years"	"25-29"	68	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	108	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	145	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	172	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	258	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	351	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	568	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	805	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	970	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	1157	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	1158	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	1262	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	1581	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	1728	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	907	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	242	Not Applicable	Not Applicable
"Total"	"Hawaii"	"15"			11480	Not Applicable	Not Applicable
	"Idaho"	"16"	"25-29 years"	"25-29"	113	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	121	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	169	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	194	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	279	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	406	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	685	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	971	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	1212	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	1570	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	1878	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	1990	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	2016	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	1574	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	770	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	135	Not Applicable	Not Applicable
"Total"	"Idaho"	"16"			14083	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	1049	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	1170	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	1380	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	1702	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	2408	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	3549	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	6022	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	8149	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	9836	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	11185	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	12382	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	13614	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	14856	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	12964	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	6132	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	1316	Not Applicable	Not Applicable
"Total"	"Illinois"	"17"			107714	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	658	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	817	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	885	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	1090	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	1532	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	2248	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	3722	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	5275	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	6230	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	7381	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	7809	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	8356	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	8477	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	6915	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	3142	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	641	Not Applicable	Not Applicable
"Total"	"Indiana"	"18"			65178	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	213	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	225	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	294	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	342	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	549	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	854	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	1579	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	2096	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	2575	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	3053	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	3474	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	4115	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	4496	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	4215	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	2079	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	463	Not Applicable	Not Applicable
"Total"	"Iowa"	"19"			30622	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	225	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	287	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	324	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	388	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	533	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	793	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	1503	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	2052	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	2395	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	2921	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	3042	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	3545	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	3960	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	3397	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	1535	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	374	Not Applicable	Not Applicable
"Total"	"Kansas"	"20"			27274	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	414	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	602	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	747	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	916	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	1297	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	2015	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	3197	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	4311	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	4846	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	5726	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	6078	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	6206	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	5802	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	4166	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	1738	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	350	Not Applicable	Not Applicable
"Total"	"Kentucky"	"21"			48411	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	506	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	652	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	845	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	943	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	1176	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	1831	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	3065	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	4066	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	4681	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	5115	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	5404	Not Applicable	Not Applicable
	"Louisiana"	"22"	"80-84 years"	"80-84"	5500	Not Applicable	Not Applicable
	"Louisiana"	"22"	"85-89 years"	"85-89"	5300	Not Applicable	Not Applicable
	"Louisiana"	"22"	"90-94 years"	"90-94"	3947	Not Applicable	Not Applicable
	"Louisiana"	"22"	"95-99 years"	"95-99"	1596	Not Applicable	Not Applicable
	"Louisiana"	"22"	"100+ years"	"100+"	324	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"			44951	Not Applicable	Not Applicable
	"Maine"	"23"	"25-29 years"	"25-29"	108	Not Applicable	Not Applicable
	"Maine"	"23"	"30-34 years"	"30-34"	161	Not Applicable	Not Applicable
	"Maine"	"23"	"35-39 years"	"35-39"	183	Not Applicable	Not Applicable
	"Maine"	"23"	"40-44 years"	"40-44"	181	Not Applicable	Not Applicable
	"Maine"	"23"	"45-49 years"	"45-49"	272	Not Applicable	Not Applicable
	"Maine"	"23"	"50-54 years"	"50-54"	447	Not Applicable	Not Applicable
