"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"45-49 years"	"45-49"	437	Not Applicable	Not Applicable
	"Arizona"	"04"	"50-54 years"	"50-54"	461	Not Applicable	Not Applicable
	"Arizona"	"04"	"55-59 years"	"55-59"	509	Not Applicable	Not Applicable
	"Arizona"	"04"	"60-64 years "	"60-64"	454	Not Applicable	Not Applicable
	"Arizona"	"04"	"65-69 years"	"65-69"	364	Not Applicable	Not Applicable
	"Arizona"	"04"	"70-74 years"	"70-74"	305	Not Applicable	Not Applicable
	"Arizona"	"04"	"75-79 years"	"75-79"	339	Not Applicable	Not Applicable
	"Arizona"	"04"	"80-84 years"	"80-84"	344	Not Applicable	Not Applicable
	"Arizona"	"04"	"85-89 years"	"85-89"	332	Not Applicable	Not Applicable
	"Arizona"	"04"	"90-94 years"	"90-94"	261	Not Applicable	Not Applicable
	"Arizona"	"04"	"95-99 years"	"95-99"	95	Not Applicable	Not Applicable
	"Arizona"	"04"	"100+ years"	"100+"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"25-29 years"	"25-29"	175	Not Applicable	Not Applicable
	"Arkansas"	"05"	"30-34 years"	"30-34"	221	Not Applicable	Not Applicable
	"Arkansas"	"05"	"35-39 years"	"35-39"	201	Not Applicable	Not Applicable
	"Arkansas"	"05"	"40-44 years"	"40-44"	178	Not Applicable	Not Applicable
	"Arkansas"	"05"	"45-49 years"	"45-49"	171	Not Applicable	Not Applicable
	"Arkansas"	"05"	"50-54 years"	"50-54"	165	Not Applicable	Not Applicable
	"Arkansas"	"05"	"55-59 years"	"55-59"	184	Not Applicable	Not Applicable
	"Arkansas"	"05"	"60-64 years "	"60-64"	184	Not Applicable	Not Applicable
	"Arkansas"	"05"	"65-69 years"	"65-69"	139	Not Applicable	Not Applicable
	"Arkansas"	"05"	"70-74 years"	"70-74"	121	Not Applicable	Not Applicable
	"Arkansas"	"05"	"75-79 years"	"75-79"	124	Not Applicable	Not Applicable
	"Arkansas"	"05"	"80-84 years"	"80-84"	97	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	94	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	59	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	1831	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	1807	Not Applicable	Not Applicable
	"California"	"06"	"35-39 years"	"35-39"	1697	Not Applicable	Not Applicable
	"California"	"06"	"40-44 years"	"40-44"	1440	Not Applicable	Not Applicable
	"California"	"06"	"45-49 years"	"45-49"	1518	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	1715	Not Applicable	Not Applicable
	"California"	"06"	"55-59 years"	"55-59"	2012	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	1715	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	1253	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	1042	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	863	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	896	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	817	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	695	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	281	Not Applicable	Not Applicable
	"California"	"06"	"100+ years"	"100+"	51	Not Applicable	Not Applicable
	"Colorado"	"08"	"25-29 years"	"25-29"	404	Not Applicable	Not Applicable
	"Colorado"	"08"	"30-34 years"	"30-34"	391	Not Applicable	Not Applicable
	"Colorado"	"08"	"35-39 years"	"35-39"	359	Not Applicable	Not Applicable
	"Colorado"	"08"	"40-44 years"	"40-44"	310	Not Applicable	Not Applicable
	"Colorado"	"08"	"45-49 years"	"45-49"	302	Not Applicable	Not Applicable
	"Colorado"	"08"	"50-54 years"	"50-54"	298	Not Applicable	Not Applicable
	"Colorado"	"08"	"55-59 years"	"55-59"	376	Not Applicable	Not Applicable
	"Colorado"	"08"	"60-64 years "	"60-64"	301	Not Applicable	Not Applicable
	"Colorado"	"08"	"65-69 years"	"65-69"	239	Not Applicable	Not Applicable
	"Colorado"	"08"	"70-74 years"	"70-74"	196	Not Applicable	Not Applicable
	"Colorado"	"08"	"75-79 years"	"75-79"	213	Not Applicable	Not Applicable
	"Colorado"	"08"	"80-84 years"	"80-84"	264	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	284	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	233	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	107	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	19	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	199	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	231	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	274	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	207	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	199	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	247	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	253	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	223	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	131	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	132	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	110	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	109	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	150	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	132	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	61	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"25-29 years"	"25-29"	91	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	113	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	96	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	79	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	71	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	58	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	78	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	67	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	38	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	28	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	39	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	26	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	46	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	18	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"25-29 years"	"25-29"	60	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	53	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	51	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	42	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	55	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	66	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	70	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	87	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	54	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	27	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	10	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	1377	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	1499	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	1450	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	1277	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	1259	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	1312	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	1543	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	1292	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	963	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	973	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	914	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	1022	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	1013	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	844	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	377	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	57	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	624	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	558	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	587	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	498	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	524	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	561	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	556	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	491	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	421	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	361	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	326	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	278	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	302	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	193	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	60	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"25-29 years"	"25-29"	49	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	54	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	75	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	51	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	81	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	65	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	89	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	67	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	63	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	48	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	48	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	43	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	57	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	51	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"25-29 years"	"25-29"	84	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	70	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	91	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	81	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	86	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	87	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	105	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	80	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	77	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	74	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	115	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	97	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	78	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	66	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	747	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	728	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	674	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	663	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	671	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	721	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	756	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	626	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	488	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	365	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	364	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	368	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	414	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	337	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	124	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	29	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	499	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	497	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	484	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	454	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	392	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	381	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	401	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	369	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	295	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	210	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	248	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	235	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	209	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	185	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	85	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	142	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	136	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	140	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	118	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	127	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	143	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	184	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	145	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	136	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	110	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	145	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	156	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	136	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	148	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	70	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	158	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	169	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	168	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	130	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	129	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	139	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	160	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	144	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	110	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	135	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	120	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	128	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	154	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	114	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	302	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	361	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	402	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	357	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	358	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	368	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	369	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	282	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	220	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	194	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	190	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	186	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	168	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	129	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	52	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	365	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	401	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	472	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	401	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	321	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	336	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	340	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	264	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	219	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	163	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	176	Not Applicable	Not Applicable
	"Louisiana"	"22"	"80-84 years"	"80-84"	134	Not Applicable	Not Applicable
	"Louisiana"	"22"	"85-89 years"	"85-89"	121	Not Applicable	Not Applicable
	"Louisiana"	"22"	"90-94 years"	"90-94"	76	Not Applicable	Not Applicable
	"Louisiana"	"22"	"95-99 years"	"95-99"	37	Not Applicable	Not Applicable
	"Louisiana"	"22"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"25-29 years"	"25-29"	86	Not Applicable	Not Applicable
	"Maine"	"23"	"30-34 years"	"30-34"	115	Not Applicable	Not Applicable
	"Maine"	"23"	"35-39 years"	"35-39"	114	Not Applicable	Not Applicable
	"Maine"	"23"	"40-44 years"	"40-44"	83	Not Applicable	Not Applicable
	"Maine"	"23"	"45-49 years"	"45-49"	78	Not Applicable	Not Applicable
	"Maine"	"23"	"50-54 years"	"50-54"	105	Not Applicable	Not Applicable
	"Maine"	"23"	"55-59 years"	"55-59"	90	Not Applicable	Not Applicable
	"Maine"	"23"	"60-64 years "	"60-64"	86	Not Applicable	Not Applicable
	"Maine"	"23"	"65-69 years"	"65-69"	77	Not Applicable	Not Applicable
	"Maine"	"23"	"70-74 years"	"70-74"	70	Not Applicable	Not Applicable
	"Maine"	"23"	"75-79 years"	"75-79"	81	Not Applicable	Not Applicable
	"Maine"	"23"	"80-84 years"	"80-84"	100	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	102	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	85	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	47	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"25-29 years"	"25-29"	455	Not Applicable	Not Applicable
	"Maryland"	"24"	"30-34 years"	"30-34"	545	Not Applicable	Not Applicable
	"Maryland"	"24"	"35-39 years"	"35-39"	498	Not Applicable	Not Applicable
	"Maryland"	"24"	"40-44 years"	"40-44"	376	Not Applicable	Not Applicable
	"Maryland"	"24"	"45-49 years"	"45-49"	364	Not Applicable	Not Applicable
	"Maryland"	"24"	"50-54 years"	"50-54"	485	Not Applicable	Not Applicable
	"Maryland"	"24"	"55-59 years"	"55-59"	530	Not Applicable	Not Applicable
	"Maryland"	"24"	"60-64 years "	"60-64"	364	Not Applicable	Not Applicable
