"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"85-89 years"	"85-89"	1670	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	1652	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	824	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	175	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	25	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	28	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	52	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	102	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	204	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	330	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	515	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	559	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	756	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	906	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	1178	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	1580	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	1833	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	970	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	237	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	28	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	39	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	66	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	126	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	164	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	249	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	294	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	323	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	405	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	463	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	414	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	215	Not Applicable	Not Applicable
	"Delaware"	"10"	"100+ years"	"100+"	36	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	16	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	27	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	39	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	67	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	121	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	130	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	162	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	189	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	170	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	185	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	198	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	178	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	120	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	38	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	101	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	207	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	341	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	501	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	901	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	1635	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	2774	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	3905	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	4820	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	6431	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	7591	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	9320	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	11124	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	10260	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	5331	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	1250	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	53	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	131	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	220	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	402	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	657	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	1112	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	1634	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	2353	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	2547	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	3039	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	3167	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	3215	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	3428	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	2677	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	1188	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	246	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	32	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	56	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	95	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	164	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	261	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	278	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	378	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	353	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	415	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	527	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	635	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	335	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	89	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	33	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	57	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	80	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	152	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	234	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	275	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	413	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	502	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	575	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	678	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	600	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	293	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	59	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	65	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	106	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	222	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	352	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	561	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	876	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	1649	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	2363	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	2940	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	3322	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	3807	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	4386	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	5237	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	5169	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	2651	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	592	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	40	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	95	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	119	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	204	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	347	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	582	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	982	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	1445	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	1677	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	2070	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	2305	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	2605	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	2895	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	2657	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	1219	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	272	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	68	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	148	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	246	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	435	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	584	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	714	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	855	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	1056	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	1295	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	1536	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	1632	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	879	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	166	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	118	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	199	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	364	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	496	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	644	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	810	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	857	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	1081	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	1287	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	1270	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	626	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	160	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	30	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	80	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	83	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	180	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	336	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	528	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	849	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	1195	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	1340	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	1592	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	1779	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	1758	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	1913	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	1401	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	621	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	129	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	34	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	77	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	124	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	224	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	305	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	542	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	900	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	1259	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	1445	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	1603	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	1706	Not Applicable	Not Applicable
	"Louisiana"	"22"	"80-84 years"	"80-84"	1901	Not Applicable	Not Applicable
	"Louisiana"	"22"	"85-89 years"	"85-89"	1951	Not Applicable	Not Applicable
	"Louisiana"	"22"	"90-94 years"	"90-94"	1556	Not Applicable	Not Applicable
	"Louisiana"	"22"	"95-99 years"	"95-99"	685	Not Applicable	Not Applicable
	"Louisiana"	"22"	"100+ years"	"100+"	132	Not Applicable	Not Applicable
	"Maine"	"23"	"30-34 years"	"30-34"	13	Not Applicable	Not Applicable
	"Maine"	"23"	"35-39 years"	"35-39"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"40-44 years"	"40-44"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"45-49 years"	"45-49"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"50-54 years"	"50-54"	75	Not Applicable	Not Applicable
	"Maine"	"23"	"55-59 years"	"55-59"	163	Not Applicable	Not Applicable
	"Maine"	"23"	"60-64 years "	"60-64"	207	Not Applicable	Not Applicable
	"Maine"	"23"	"65-69 years"	"65-69"	291	Not Applicable	Not Applicable
	"Maine"	"23"	"70-74 years"	"70-74"	391	Not Applicable	Not Applicable
	"Maine"	"23"	"75-79 years"	"75-79"	432	Not Applicable	Not Applicable
	"Maine"	"23"	"80-84 years"	"80-84"	567	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	692	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	601	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	286	Not Applicable	Not Applicable
	"Maine"	"23"	"100+ years"	"100+"	47	Not Applicable	Not Applicable
	"Maryland"	"24"	"25-29 years"	"25-29"	22	Not Applicable	Not Applicable
	"Maryland"	"24"	"30-34 years"	"30-34"	65	Not Applicable	Not Applicable
	"Maryland"	"24"	"35-39 years"	"35-39"	107	Not Applicable	Not Applicable
	"Maryland"	"24"	"40-44 years"	"40-44"	161	Not Applicable	Not Applicable
	"Maryland"	"24"	"45-49 years"	"45-49"	303	Not Applicable	Not Applicable
	"Maryland"	"24"	"50-54 years"	"50-54"	459	Not Applicable	Not Applicable
	"Maryland"	"24"	"55-59 years"	"55-59"	813	Not Applicable	Not Applicable
	"Maryland"	"24"	"60-64 years "	"60-64"	1109	Not Applicable	Not Applicable
	"Maryland"	"24"	"65-69 years"	"65-69"	1329	Not Applicable	Not Applicable
	"Maryland"	"24"	"70-74 years"	"70-74"	1589	Not Applicable	Not Applicable
	"Maryland"	"24"	"75-79 years"	"75-79"	1847	Not Applicable	Not Applicable
	"Maryland"	"24"	"80-84 years"	"80-84"	2026	Not Applicable	Not Applicable
	"Maryland"	"24"	"85-89 years"	"85-89"	2530	Not Applicable	Not Applicable
	"Maryland"	"24"	"90-94 years"	"90-94"	2345	Not Applicable	Not Applicable
	"Maryland"	"24"	"95-99 years"	"95-99"	1150	Not Applicable	Not Applicable
	"Maryland"	"24"	"100+ years"	"100+"	270	Not Applicable	Not Applicable
