"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"California"	"06"	"45-49 years"	"45-49"	56	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	128	Not Applicable	Not Applicable
	"California"	"06"	"55-59 years"	"55-59"	190	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	376	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	479	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	626	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	634	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	786	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	852	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	713	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	348	Not Applicable	Not Applicable
	"California"	"06"	"100+ years"	"100+"	86	Not Applicable	Not Applicable
	"Colorado"	"08"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"35-39 years"	"35-39"	10	Not Applicable	Not Applicable
	"Colorado"	"08"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"50-54 years"	"50-54"	10	Not Applicable	Not Applicable
	"Colorado"	"08"	"55-59 years"	"55-59"	23	Not Applicable	Not Applicable
	"Colorado"	"08"	"60-64 years "	"60-64"	21	Not Applicable	Not Applicable
	"Colorado"	"08"	"65-69 years"	"65-69"	35	Not Applicable	Not Applicable
	"Colorado"	"08"	"70-74 years"	"70-74"	37	Not Applicable	Not Applicable
	"Colorado"	"08"	"75-79 years"	"75-79"	43	Not Applicable	Not Applicable
	"Colorado"	"08"	"80-84 years"	"80-84"	51	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	50	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	29	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	24	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	23	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	29	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	42	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	46	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	63	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	73	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	79	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	21	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	27	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	24	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	14	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	30	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	46	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	82	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	117	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	193	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	256	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	354	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	392	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	438	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	429	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	379	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	166	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	34	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	11	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	21	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	39	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	54	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	77	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	121	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	145	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	189	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	198	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	199	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	197	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	140	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	42	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	24	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	38	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	47	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	11	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	55	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	88	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	155	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	172	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	234	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	280	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	333	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	321	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	292	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	152	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	40	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	51	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	55	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	73	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	99	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	107	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	135	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	159	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	44	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	57	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	75	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	71	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	63	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	58	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	61	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	13	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	43	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	76	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	106	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	115	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	87	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	118	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	74	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	30	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	17	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	21	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	37	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	70	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	66	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	102	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	84	Not Applicable	Not Applicable
	"Louisiana"	"22"	"80-84 years"	"80-84"	95	Not Applicable	Not Applicable
	"Louisiana"	"22"	"85-89 years"	"85-89"	109	Not Applicable	Not Applicable
	"Louisiana"	"22"	"90-94 years"	"90-94"	58	Not Applicable	Not Applicable
	"Louisiana"	"22"	"95-99 years"	"95-99"	22	Not Applicable	Not Applicable
	"Louisiana"	"22"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"30-34 years"	"30-34"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"40-44 years"	"40-44"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"60-64 years "	"60-64"	17	Not Applicable	Not Applicable
	"Maine"	"23"	"65-69 years"	"65-69"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"70-74 years"	"70-74"	17	Not Applicable	Not Applicable
	"Maine"	"23"	"75-79 years"	"75-79"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"80-84 years"	"80-84"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"85-89 years"	"85-89"	33	Not Applicable	Not Applicable
	"Maine"	"23"	"90-94 years"	"90-94"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"95-99 years"	"95-99"	14	Not Applicable	Not Applicable
