"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			463	Not Applicable	Not Applicable
	"California"	"06"	"25-29 years"	"25-29"	945	Not Applicable	Not Applicable
	"California"	"06"	"30-34 years"	"30-34"	1001	Not Applicable	Not Applicable
	"California"	"06"	"35-39 years"	"35-39"	977	Not Applicable	Not Applicable
	"California"	"06"	"40-44 years"	"40-44"	798	Not Applicable	Not Applicable
	"California"	"06"	"45-49 years"	"45-49"	805	Not Applicable	Not Applicable
	"California"	"06"	"50-54 years"	"50-54"	912	Not Applicable	Not Applicable
	"California"	"06"	"55-59 years"	"55-59"	1028	Not Applicable	Not Applicable
	"California"	"06"	"60-64 years "	"60-64"	819	Not Applicable	Not Applicable
	"California"	"06"	"65-69 years"	"65-69"	448	Not Applicable	Not Applicable
	"California"	"06"	"70-74 years"	"70-74"	157	Not Applicable	Not Applicable
	"California"	"06"	"75-79 years"	"75-79"	47	Not Applicable	Not Applicable
	"California"	"06"	"80-84 years"	"80-84"	16	Not Applicable	Not Applicable
	"California"	"06"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable
	"California"	"06"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"California"	"06"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"California"	"06"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"California"	"06"			7969	Not Applicable	Not Applicable
	"Colorado"	"08"	"25-29 years"	"25-29"	183	Not Applicable	Not Applicable
	"Colorado"	"08"	"30-34 years"	"30-34"	175	Not Applicable	Not Applicable
	"Colorado"	"08"	"35-39 years"	"35-39"	200	Not Applicable	Not Applicable
	"Colorado"	"08"	"40-44 years"	"40-44"	147	Not Applicable	Not Applicable
	"Colorado"	"08"	"45-49 years"	"45-49"	126	Not Applicable	Not Applicable
	"Colorado"	"08"	"50-54 years"	"50-54"	127	Not Applicable	Not Applicable
	"Colorado"	"08"	"55-59 years"	"55-59"	125	Not Applicable	Not Applicable
	"Colorado"	"08"	"60-64 years "	"60-64"	88	Not Applicable	Not Applicable
	"Colorado"	"08"	"65-69 years"	"65-69"	42	Not Applicable	Not Applicable
	"Colorado"	"08"	"70-74 years"	"70-74"	10	Not Applicable	Not Applicable
	"Colorado"	"08"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"			1231	Not Applicable	Not Applicable
	"Connecticut"	"09"	"25-29 years"	"25-29"	116	Not Applicable	Not Applicable
	"Connecticut"	"09"	"30-34 years"	"30-34"	164	Not Applicable	Not Applicable
	"Connecticut"	"09"	"35-39 years"	"35-39"	180	Not Applicable	Not Applicable
	"Connecticut"	"09"	"40-44 years"	"40-44"	157	Not Applicable	Not Applicable
	"Connecticut"	"09"	"45-49 years"	"45-49"	140	Not Applicable	Not Applicable
	"Connecticut"	"09"	"50-54 years"	"50-54"	159	Not Applicable	Not Applicable
	"Connecticut"	"09"	"55-59 years"	"55-59"	163	Not Applicable	Not Applicable
	"Connecticut"	"09"	"60-64 years "	"60-64"	118	Not Applicable	Not Applicable
	"Connecticut"	"09"	"65-69 years"	"65-69"	49	Not Applicable	Not Applicable
	"Connecticut"	"09"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"			1259	Not Applicable	Not Applicable
	"Delaware"	"10"	"25-29 years"	"25-29"	38	Not Applicable	Not Applicable
	"Delaware"	"10"	"30-34 years"	"30-34"	57	Not Applicable	Not Applicable
	"Delaware"	"10"	"35-39 years"	"35-39"	69	Not Applicable	Not Applicable
	"Delaware"	"10"	"40-44 years"	"40-44"	57	Not Applicable	Not Applicable
	"Delaware"	"10"	"45-49 years"	"45-49"	48	Not Applicable	Not Applicable
	"Delaware"	"10"	"50-54 years"	"50-54"	44	Not Applicable	Not Applicable
	"Delaware"	"10"	"55-59 years"	"55-59"	55	Not Applicable	Not Applicable
	"Delaware"	"10"	"60-64 years "	"60-64"	34	Not Applicable	Not Applicable
	"Delaware"	"10"	"65-69 years"	"65-69"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Delaware"	"10"			423	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"25-29 years"	"25-29"	15	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"30-34 years"	"30-34"	29	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"35-39 years"	"35-39"	26	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"40-44 years"	"40-44"	33	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"45-49 years"	"45-49"	24	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"50-54 years"	"50-54"	60	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"55-59 years"	"55-59"	86	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"60-64 years "	"60-64"	74	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"65-69 years"	"65-69"	37	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"70-74 years"	"70-74"	17	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"			403	Not Applicable	Not Applicable
	"Florida"	"12"	"25-29 years"	"25-29"	766	Not Applicable	Not Applicable
	"Florida"	"12"	"30-34 years"	"30-34"	1026	Not Applicable	Not Applicable
	"Florida"	"12"	"35-39 years"	"35-39"	1078	Not Applicable	Not Applicable
	"Florida"	"12"	"40-44 years"	"40-44"	889	Not Applicable	Not Applicable
	"Florida"	"12"	"45-49 years"	"45-49"	714	Not Applicable	Not Applicable
	"Florida"	"12"	"50-54 years"	"50-54"	732	Not Applicable	Not Applicable
	"Florida"	"12"	"55-59 years"	"55-59"	692	Not Applicable	Not Applicable
	"Florida"	"12"	"60-64 years "	"60-64"	442	Not Applicable	Not Applicable
	"Florida"	"12"	"65-69 years"	"65-69"	192	Not Applicable	Not Applicable
	"Florida"	"12"	"70-74 years"	"70-74"	51	Not Applicable	Not Applicable
	"Florida"	"12"	"75-79 years"	"75-79"	19	Not Applicable	Not Applicable
	"Florida"	"12"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Florida"	"12"			6619	Not Applicable	Not Applicable
	"Georgia"	"13"	"25-29 years"	"25-29"	196	Not Applicable	Not Applicable
	"Georgia"	"13"	"30-34 years"	"30-34"	282	Not Applicable	Not Applicable
	"Georgia"	"13"	"35-39 years"	"35-39"	275	Not Applicable	Not Applicable
	"Georgia"	"13"	"40-44 years"	"40-44"	243	Not Applicable	Not Applicable
	"Georgia"	"13"	"45-49 years"	"45-49"	213	Not Applicable	Not Applicable
	"Georgia"	"13"	"50-54 years"	"50-54"	180	Not Applicable	Not Applicable
	"Georgia"	"13"	"55-59 years"	"55-59"	173	Not Applicable	Not Applicable
	"Georgia"	"13"	"60-64 years "	"60-64"	128	Not Applicable	Not Applicable
	"Georgia"	"13"	"65-69 years"	"65-69"	69	Not Applicable	Not Applicable
	"Georgia"	"13"	"70-74 years"	"70-74"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"			1796	Not Applicable	Not Applicable
	"Hawaii"	"15"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"30-34 years"	"30-34"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"35-39 years"	"35-39"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"40-44 years"	"40-44"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	37	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	47	Not Applicable	Not Applicable
	"Hawaii"	"15"	"60-64 years "	"60-64"	41	Not Applicable	Not Applicable
	"Hawaii"	"15"	"65-69 years"	"65-69"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"70-74 years"	"70-74"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Hawaii"	"15"			259	Not Applicable	Not Applicable
	"Idaho"	"16"	"25-29 years"	"25-29"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"30-34 years"	"30-34"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"35-39 years"	"35-39"	31	Not Applicable	Not Applicable
	"Idaho"	"16"	"40-44 years"	"40-44"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"45-49 years"	"45-49"	31	Not Applicable	Not Applicable
	"Idaho"	"16"	"50-54 years"	"50-54"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"55-59 years"	"55-59"	32	Not Applicable	Not Applicable
	"Idaho"	"16"	"60-64 years "	"60-64"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"65-69 years"	"65-69"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Idaho"	"16"			232	Not Applicable	Not Applicable
	"Illinois"	"17"	"25-29 years"	"25-29"	345	Not Applicable	Not Applicable
	"Illinois"	"17"	"30-34 years"	"30-34"	355	Not Applicable	Not Applicable
	"Illinois"	"17"	"35-39 years"	"35-39"	396	Not Applicable	Not Applicable
	"Illinois"	"17"	"40-44 years"	"40-44"	356	Not Applicable	Not Applicable
	"Illinois"	"17"	"45-49 years"	"45-49"	378	Not Applicable	Not Applicable
	"Illinois"	"17"	"50-54 years"	"50-54"	388	Not Applicable	Not Applicable
	"Illinois"	"17"	"55-59 years"	"55-59"	399	Not Applicable	Not Applicable
	"Illinois"	"17"	"60-64 years "	"60-64"	288	Not Applicable	Not Applicable
	"Illinois"	"17"	"65-69 years"	"65-69"	120	Not Applicable	Not Applicable
	"Illinois"	"17"	"70-74 years"	"70-74"	30	Not Applicable	Not Applicable
	"Illinois"	"17"	"75-79 years"	"75-79"	20	Not Applicable	Not Applicable
	"Illinois"	"17"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Illinois"	"17"			3088	Not Applicable	Not Applicable
	"Indiana"	"18"	"25-29 years"	"25-29"	309	Not Applicable	Not Applicable
	"Indiana"	"18"	"30-34 years"	"30-34"	375	Not Applicable	Not Applicable
	"Indiana"	"18"	"35-39 years"	"35-39"	366	Not Applicable	Not Applicable
	"Indiana"	"18"	"40-44 years"	"40-44"	294	Not Applicable	Not Applicable
	"Indiana"	"18"	"45-49 years"	"45-49"	200	Not Applicable	Not Applicable
	"Indiana"	"18"	"50-54 years"	"50-54"	216	Not Applicable	Not Applicable
	"Indiana"	"18"	"55-59 years"	"55-59"	180	Not Applicable	Not Applicable
	"Indiana"	"18"	"60-64 years "	"60-64"	115	Not Applicable	Not Applicable
	"Indiana"	"18"	"65-69 years"	"65-69"	52	Not Applicable	Not Applicable
	"Indiana"	"18"	"70-74 years"	"70-74"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Indiana"	"18"			2127	Not Applicable	Not Applicable
	"Iowa"	"19"	"25-29 years"	"25-29"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"30-34 years"	"30-34"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"35-39 years"	"35-39"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"65-69 years"	"65-69"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Iowa"	"19"			337	Not Applicable	Not Applicable
	"Kansas"	"20"	"25-29 years"	"25-29"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"30-34 years"	"30-34"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"35-39 years"	"35-39"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"40-44 years"	"40-44"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"45-49 years"	"45-49"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"50-54 years"	"50-54"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"55-59 years"	"55-59"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"60-64 years "	"60-64"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"65-69 years"	"65-69"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"70-74 years"	"70-74"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Kansas"	"20"			391	Not Applicable	Not Applicable
	"Kentucky"	"21"	"25-29 years"	"25-29"	224	Not Applicable	Not Applicable
	"Kentucky"	"21"	"30-34 years"	"30-34"	298	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	337	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	295	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	228	Not Applicable	Not Applicable
	"Kentucky"	"21"	"50-54 years"	"50-54"	202	Not Applicable	Not Applicable
	"Kentucky"	"21"	"55-59 years"	"55-59"	193	Not Applicable	Not Applicable
	"Kentucky"	"21"	"60-64 years "	"60-64"	132	Not Applicable	Not Applicable
	"Kentucky"	"21"	"65-69 years"	"65-69"	60	Not Applicable	Not Applicable
	"Kentucky"	"21"	"70-74 years"	"70-74"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"75-79 years"	"75-79"	10	Not Applicable	Not Applicable
	"Kentucky"	"21"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
"Total"	"Kentucky"	"21"			2001	Not Applicable	Not Applicable
	"Louisiana"	"22"	"25-29 years"	"25-29"	218	Not Applicable	Not Applicable
	"Louisiana"	"22"	"30-34 years"	"30-34"	284	Not Applicable	Not Applicable
	"Louisiana"	"22"	"35-39 years"	"35-39"	309	Not Applicable	Not Applicable
	"Louisiana"	"22"	"40-44 years"	"40-44"	301	Not Applicable	Not Applicable
	"Louisiana"	"22"	"45-49 years"	"45-49"	218	Not Applicable	Not Applicable
	"Louisiana"	"22"	"50-54 years"	"50-54"	192	Not Applicable	Not Applicable
	"Louisiana"	"22"	"55-59 years"	"55-59"	209	Not Applicable	Not Applicable
	"Louisiana"	"22"	"60-64 years "	"60-64"	126	Not Applicable	Not Applicable
	"Louisiana"	"22"	"65-69 years"	"65-69"	40	Not Applicable	Not Applicable
	"Louisiana"	"22"	"70-74 years"	"70-74"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"80-84 years"	"80-84"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
