state,year,pop,startAge,endAge,ageGroup,cause,deaths,CDR
Alabama,2020,646672,30,35,30-34,Other Respiratory,16,2.474206398297746e-5
Alabama,2020,646672,30,35,30-34,Suicide,75,1.1597842492020684e-4
Alabama,2020,646672,30,35,30-34,Transport,98,1.5154514189573694e-4
Alabama,2019,617290,35,40,35-39,All Causes,814,0.0013186670770626448
Alabama,2019,617290,35,40,35-39,Circulatory,151,2.4461760274749306e-4
Alabama,2019,617290,35,40,35-39,COVID-19,0,0
Alabama,2019,617290,35,40,35-39,Dementia,0,0
Alabama,2019,617290,35,40,35-39,Diabetes,23,3.7259634855578417e-5
Alabama,2019,617290,35,40,35-39,Drugs,99,1.6037842829140275e-4
Alabama,2019,617290,35,40,35-39,External Causes,365,5.912942053167879e-4
Alabama,2019,617290,35,40,35-39,Homicide,63,1.0205899982180174e-4
Alabama,2019,617290,35,40,35-39,Influenza,12,1.9439809489866998e-5
Alabama,2019,617290,35,40,35-39,Neoplasms,59,9.557906332517941e-5
Alabama,2019,617290,35,40,35-39,Non COVID-19,814,0.0013186670770626448
Alabama,2019,617290,35,40,35-39,Not Classified,30,4.8599523724667495e-5
Alabama,2019,617290,35,40,35-39,Other Causes,159,2.5757747574073776e-4
Alabama,2019,617290,35,40,35-39,Other External Causes,35,5.6699444345445415e-5
Alabama,2019,617290,35,40,35-39,Other Respiratory,15,2.4299761862333748e-5
Alabama,2019,617290,35,40,35-39,Suicide,85,1.3769865055322458e-4
Alabama,2019,617290,35,40,35-39,Transport,83,1.3445868230491342e-4
Alabama,2020,614146,35,40,35-39,All Causes,1024,0.001667355970730087
Alabama,2020,614146,35,40,35-39,Circulatory,202,3.289120176635523e-4
Alabama,2020,614146,35,40,35-39,COVID-19,65,1.0583802548579654e-4
Alabama,2020,614146,35,40,35-39,Dementia,0,0
Alabama,2020,614146,35,40,35-39,Diabetes,32,5.210487408531522e-5
Alabama,2020,614146,35,40,35-39,Drugs,169,2.75178866263071e-4
Alabama,2020,614146,35,40,35-39,External Causes,432,7.034158001517555e-4
Alabama,2020,614146,35,40,35-39,Homicide,69,1.1235113474646093e-4
Alabama,2020,614146,35,40,35-39,Influenza,13,2.1167605097159308e-5
Alabama,2020,614146,35,40,35-39,Neoplasms,72,1.1723596669195924e-4
Alabama,2020,614146,35,40,35-39,Non COVID-19,959,0.0015615179452442905
Alabama,2020,614146,35,40,35-39,Not Classified,25,4.0706932879152514e-5
Alabama,2020,614146,35,40,35-39,Other Causes,166,2.702940343175727e-4
Alabama,2020,614146,35,40,35-39,Other External Causes,43,7.001592455214232e-5
Alabama,2020,614146,35,40,35-39,Other Respiratory,16,2.605243704265761e-5
Alabama,2020,614146,35,40,35-39,Suicide,74,1.2049252132229145e-4
Alabama,2020,614146,35,40,35-39,Transport,77,1.2537735326778975e-4
Alabama,2019,585774,40,45,40-44,All Causes,983,0.0016781215963835882
Alabama,2019,585774,40,45,40-44,Circulatory,244,4.16542898797147e-4
Alabama,2019,585774,40,45,40-44,COVID-19,0,0
Alabama,2019,585774,40,45,40-44,Dementia,0,0
Alabama,2019,585774,40,45,40-44,Diabetes,21,3.5850003585000356e-5
Alabama,2019,585774,40,45,40-44,Drugs,95,1.621785876464302e-4
Alabama,2019,585774,40,45,40-44,External Causes,332,5.667714852485771e-4
Alabama,2019,585774,40,45,40-44,Homicide,52,8.877143744857231e-5
Alabama,2019,585774,40,45,40-44,Influenza,12,2.048571633428592e-5
Alabama,2019,585774,40,45,40-44,Neoplasms,103,1.7583573186928748e-4
Alabama,2019,585774,40,45,40-44,Non COVID-19,983,0.0016781215963835882
Alabama,2019,585774,40,45,40-44,Not Classified,28,4.7800004780000475e-5
Alabama,2019,585774,40,45,40-44,Other Causes,213,3.6362146493357505e-4
Alabama,2019,585774,40,45,40-44,Other External Causes,30,5.12142908357148e-5
Alabama,2019,585774,40,45,40-44,Other Respiratory,30,5.12142908357148e-5
Alabama,2019,585774,40,45,40-44,Suicide,64,1.0925715378285823e-4
Alabama,2019,585774,40,45,40-44,Transport,91,1.5535001553500154e-4
Alabama,2020,594378,40,45,40-44,All Causes,1330,0.002237633290599585
Alabama,2020,594378,40,45,40-44,Circulatory,310,5.215536241247152e-4
Alabama,2020,594378,40,45,40-44,COVID-19,116,1.9516200128537732e-4
Alabama,2020,594378,40,45,40-44,Dementia,0,0
Alabama,2020,594378,40,45,40-44,Diabetes,46,7.73918280959255e-5
Alabama,2020,594378,40,45,40-44,Drugs,164,2.7591869147243e-4
Alabama,2020,594378,40,45,40-44,External Causes,430,7.23445349592347e-4
Alabama,2020,594378,40,45,40-44,Homicide,58,9.758100064268866e-5
Alabama,2020,594378,40,45,40-44,Influenza,0,0
Alabama,2020,594378,40,45,40-44,Neoplasms,122,2.052565875587589e-4
Alabama,2020,594378,40,45,40-44,Non COVID-19,1214,0.0020424712893142073
Alabama,2020,594378,40,45,40-44,Not Classified,31,5.2155362412471525e-5
Alabama,2020,594378,40,45,40-44,Other Causes,244,4.105131751175178e-4
Alabama,2020,594378,40,45,40-44,Other External Causes,46,7.73918280959255e-5
Alabama,2020,594378,40,45,40-44,Other Respiratory,23,3.869591404796275e-5
Alabama,2020,594378,40,45,40-44,Suicide,74,1.2449989737170621e-4
Alabama,2020,594378,40,45,40-44,Transport,88,1.4805393200959657e-4
Alabama,2019,624762,45,50,45-49,All Causes,1425,0.002280868554745647
Alabama,2019,624762,45,50,45-49,Circulatory,432,6.914633092281541e-4
Alabama,2019,624762,45,50,45-49,COVID-19,0,0
Alabama,2019,624762,45,50,45-49,Dementia,0,0
Alabama,2019,624762,45,50,45-49,Diabetes,38,6.0823161459883925e-5
Alabama,2019,624762,45,50,45-49,Drugs,83,1.3285058950448332e-4
Alabama,2019,624762,45,50,45-49,External Causes,308,4.929877297274802e-4
Alabama,2019,624762,45,50,45-49,Homicide,38,6.0823161459883925e-5
Alabama,2019,624762,45,50,45-49,Influenza,24,3.8414628290453005e-5
Alabama,2019,624762,45,50,45-49,Neoplasms,233,3.729420163198146e-4
Alabama,2019,624762,45,50,45-49,Non COVID-19,1425,0.002280868554745647
Alabama,2019,624762,45,50,45-49,Not Classified,30,4.801828536306625e-5
Alabama,2019,624762,45,50,45-49,Other Causes,313,5.009907772879912e-4
Alabama,2019,624762,45,50,45-49,Other External Causes,43,6.882620902039497e-5
Alabama,2019,624762,45,50,45-49,Other Respiratory,46,7.36280375567016e-5
Alabama,2019,624762,45,50,45-49,Suicide,65,1.0403961828664355e-4
Alabama,2019,624762,45,50,45-49,Transport,79,1.2644815145607447e-4
Alabama,2020,611708,45,50,45-49,All Causes,1752,0.002864111634963087
Alabama,2020,611708,45,50,45-49,Circulatory,466,7.618013823589033e-4
Alabama,2020,611708,45,50,45-49,COVID-19,180,2.942580446879884e-4
Alabama,2020,611708,45,50,45-49,Dementia,0,0
Alabama,2020,611708,45,50,45-49,Diabetes,58,9.48164810661296e-5
Alabama,2020,611708,45,50,45-49,Drugs,124,2.0271109745172532e-4
Alabama,2020,611708,45,50,45-49,External Causes,333,5.443773826727785e-4
Alabama,2020,611708,45,50,45-49,Homicide,41,6.702544351226403e-5
Alabama,2020,611708,45,50,45-49,Influenza,18,2.9425804468798838e-5
Alabama,2020,611708,45,50,45-49,Neoplasms,237,3.874397588391847e-4
Alabama,2020,611708,45,50,45-49,Non COVID-19,1572,0.0025698535902750987
Alabama,2020,611708,45,50,45-49,Not Classified,37,6.0486375852530946e-5
Alabama,2020,611708,45,50,45-49,Other Causes,346,5.65629352566911e-4
Alabama,2020,611708,45,50,45-49,Other External Causes,51,8.337311266159672e-5
Alabama,2020,611708,45,50,45-49,Other Respiratory,73,1.1933798479012862e-4
Alabama,2020,611708,45,50,45-49,Suicide,62,1.0135554872586266e-4
Alabama,2020,611708,45,50,45-49,Transport,55,8.991218032132978e-5
Alabama,2019,621606,50,55,50-54,All Causes,2081,0.0033477797833354247
Alabama,2019,621606,50,55,50-54,Circulatory,634,0.0010199386749806148
Alabama,2019,621606,50,55,50-54,COVID-19,0,0
Alabama,2019,621606,50,55,50-54,Dementia,0,0
Alabama,2019,621606,50,55,50-54,Diabetes,68,1.0939405346795237e-4
Alabama,2019,621606,50,55,50-54,Drugs,82,1.3191635859370726e-4
Alabama,2019,621606,50,55,50-54,External Causes,305,4.906645045253746e-4
Alabama,2019,621606,50,55,50-54,Homicide,25,4.02184020102766e-5
Alabama,2019,621606,50,55,50-54,Influenza,38,6.113197105562044e-5
Alabama,2019,621606,50,55,50-54,Neoplasms,416,6.692342094510028e-4
Alabama,2019,621606,50,55,50-54,Non COVID-19,2081,0.0033477797833354247
Alabama,2019,621606,50,55,50-54,Not Classified,50,8.04368040205532e-5
Alabama,2019,621606,50,55,50-54,Other Causes,447,7.191050279437457e-4
Alabama,2019,621606,50,55,50-54,Other External Causes,55,8.848048442260853e-5
Alabama,2019,621606,50,55,50-54,Other Respiratory,119,1.9143959356891666e-4
Alabama,2019,621606,50,55,50-54,Suicide,67,1.0778531738754131e-4
Alabama,2019,621606,50,55,50-54,Transport,76,1.2226394211124089e-4
Alabama,2020,617406,50,55,50-54,All Causes,2639,0.0042743348785078215
Alabama,2020,617406,50,55,50-54,Circulatory,763,0.0012358156545287866
Alabama,2020,617406,50,55,50-54,COVID-19,356,5.766059934629725e-4
Alabama,2020,617406,50,55,50-54,Dementia,0,0
Alabama,2020,617406,50,55,50-54,Diabetes,89,1.4415149836574312e-4
Alabama,2020,617406,50,55,50-54,Drugs,85,1.3767277933806926e-4
Alabama,2020,617406,50,55,50-54,External Causes,309,5.004810448878047e-4
Alabama,2020,617406,50,55,50-54,Homicide,40,6.478719027673849e-5
Alabama,2020,617406,50,55,50-54,Influenza,33,5.3449431978309246e-5
Alabama,2020,617406,50,55,50-54,Neoplasms,432,6.997016549887756e-4
Alabama,2020,617406,50,55,50-54,Non COVID-19,2283,0.003697728885044849
Alabama,2020,617406,50,55,50-54,Not Classified,59,9.556110565818926e-5
Alabama,2020,617406,50,55,50-54,Other Causes,489,7.92023401133128e-4
Alabama,2020,617406,50,55,50-54,Other External Causes,50,8.098398784592311e-5
Alabama,2020,617406,50,55,50-54,Other Respiratory,102,1.6520733520568312e-4
Alabama,2020,617406,50,55,50-54,Suicide,58,9.39414259012708e-5
Alabama,2020,617406,50,55,50-54,Transport,76,1.2309566152580312e-4
Alabama,2019,679400,55,60,55-59,All Causes,3425,0.005041212834854284
Alabama,2019,679400,55,60,55-59,Circulatory,1045,0.0015381218722402118
Alabama,2019,679400,55,60,55-59,COVID-19,0,0
Alabama,2019,679400,55,60,55-59,Dementia,23,3.385340005887548e-5
Alabama,2019,679400,55,60,55-59,Diabetes,116,1.7073888725345894e-4
Alabama,2019,679400,55,60,55-59,Drugs,56,8.242566970856638e-5
Alabama,2019,679400,55,60,55-59,External Causes,286,4.2095967029732117e-4
Alabama,2019,679400,55,60,55-59,Homicide,24,3.532528701795702e-5
Alabama,2019,679400,55,60,55-59,Influenza,75,1.1039152193111568e-4
Alabama,2019,679400,55,60,55-59,Neoplasms,873,0.0012849573152781866
Alabama,2019,679400,55,60,55-59,Non COVID-19,3425,0.005041212834854284
Alabama,2019,679400,55,60,55-59,Not Classified,68,1.000883132175449e-4
Alabama,2019,679400,55,60,55-59,Other Causes,686,0.0010097144539299382
Alabama,2019,679400,55,60,55-59,Other External Causes,76,1.1186340889019724e-4
Alabama,2019,679400,55,60,55-59,Other Respiratory,253,3.7238740064763026e-4
Alabama,2019,679400,55,60,55-59,Suicide,53,7.801000883132175e-5
Alabama,2019,679400,55,60,55-59,Transport,77,1.1333529584927878e-4
Alabama,2020,671804,55,60,55-59,All Causes,4141,0.006164000214348233
Alabama,2020,671804,55,60,55-59,Circulatory,1199,0.0017847467416091597
Alabama,2020,671804,55,60,55-59,COVID-19,524,7.799894016707254e-4
Alabama,2020,671804,55,60,55-59,Dementia,26,3.870176420503599e-5
Alabama,2020,671804,55,60,55-59,Diabetes,119,1.7713499770766474e-4
Alabama,2020,671804,55,60,55-59,Drugs,86,1.2801352775511905e-4
Alabama,2020,671804,55,60,55-59,External Causes,333,4.95680287702961e-4
Alabama,2020,671804,55,60,55-59,Homicide,29,4.316735238254015e-5
Alabama,2020,671804,55,60,55-59,Influenza,64,9.52658811200886e-5
Alabama,2020,671804,55,60,55-59,Neoplasms,785,0.0011684955731135866
Alabama,2020,671804,55,60,55-59,Non COVID-19,3617,0.005384010812677507
Alabama,2020,671804,55,60,55-59,Not Classified,87,1.2950205714762044e-4
Alabama,2020,671804,55,60,55-59,Other Causes,757,0.001126816750123548
Alabama,2020,671804,55,60,55-59,Other External Causes,80,1.1908235140011075e-4
Alabama,2020,671804,55,60,55-59,Other Respiratory,247,3.676667599478419e-4
Alabama,2020,671804,55,60,55-59,Suicide,55,8.186911658757614e-5
Alabama,2020,671804,55,60,55-59,Transport,83,1.235479395776149e-4
Alabama,2019,648790,60,65,60-64,All Causes,4671,0.00719955609673392
Alabama,2019,648790,60,65,60-64,Circulatory,1436,0.002213351007259668
Alabama,2019,648790,60,65,60-64,COVID-19,0,0
Alabama,2019,648790,60,65,60-64,Dementia,59,9.093851631498636e-5
Alabama,2019,648790,60,65,60-64,Diabetes,139,2.1424497911496786e-4
Alabama,2019,648790,60,65,60-64,Drugs,54,8.323186238998751e-5
Alabama,2019,648790,60,65,60-64,External Causes,277,4.26948627444936e-4
Alabama,2019,648790,60,65,60-64,Homicide,17,2.620262334499607e-5
Alabama,2019,648790,60,65,60-64,Influenza,99,1.525917477149771e-4
Alabama,2019,648790,60,65,60-64,Neoplasms,1250,0.001926663481249711
Alabama,2019,648790,60,65,60-64,Non COVID-19,4671,0.00719955609673392
Alabama,2019,648790,60,65,60-64,Not Classified,118,1.8187703262997272e-4
Alabama,2019,648790,60,65,60-64,Other Causes,880,0.0013563710907997966
Alabama,2019,648790,60,65,60-64,Other External Causes,72,1.1097581651998335e-4
Alabama,2019,648790,60,65,60-64,Other Respiratory,413,6.365696142049045e-4
Alabama,2019,648790,60,65,60-64,Suicide,60,9.247984709998612e-5
Alabama,2019,648790,60,65,60-64,Transport,74,1.140584780899829e-4
Alabama,2020,655490,60,65,60-64,All Causes,5988,0.009135150803215916
Alabama,2020,655490,60,65,60-64,Circulatory,1662,0.002535507788066942
Alabama,2020,655490,60,65,60-64,COVID-19,852,0.0012997909960487575
Alabama,2020,655490,60,65,60-64,Dementia,60,9.15345771865322e-5
Alabama,2020,655490,60,65,60-64,Diabetes,167,2.54771239835848e-4
Alabama,2020,655490,60,65,60-64,Drugs,65,9.916245861874323e-5
Alabama,2020,655490,60,65,60-64,External Causes,312,4.7597980136996753e-4
Alabama,2020,655490,60,65,60-64,Homicide,29,4.42417123068239e-5
Alabama,2020,655490,60,65,60-64,Influenza,82,1.250972554882607e-4
Alabama,2020,655490,60,65,60-64,Neoplasms,1308,0.001995453782666402
Alabama,2020,655490,60,65,60-64,Non COVID-19,5136,0.007835359807167158
Alabama,2020,655490,60,65,60-64,Not Classified,96,1.4645532349845153e-4
Alabama,2020,655490,60,65,60-64,Other Causes,1002,0.001528627439015088
Alabama,2020,655490,60,65,60-64,Other External Causes,91,1.3882744206624052e-4
Alabama,2020,655490,60,65,60-64,Other Respiratory,447,6.81932600039665e-4
Alabama,2020,655490,60,65,60-64,Suicide,53,8.085554318143678e-5
Alabama,2020,655490,60,65,60-64,Transport,74,1.1289264519672306e-4
Alabama,2019,556852,65,70,65-69,All Causes,5606,0.010067306932542219
Alabama,2019,556852,65,70,65-69,Circulatory,1812,0.0032540064505470036
Alabama,2019,556852,65,70,65-69,COVID-19,0,0
Alabama,2019,556852,65,70,65-69,Dementia,143,2.568007298168993e-4
Alabama,2019,556852,65,70,65-69,Diabetes,176,3.160624366977222e-4
Alabama,2019,556852,65,70,65-69,Drugs,18,3.232456738953977e-5
Alabama,2019,556852,65,70,65-69,External Causes,237,4.2560680396227363e-4
Alabama,2019,556852,65,70,65-69,Homicide,10,1.7958092994188762e-5
Alabama,2019,556852,65,70,65-69,Influenza,107,1.9215159503781974e-4
Alabama,2019,556852,65,70,65-69,Neoplasms,1538,0.0027619547025062316
Alabama,2019,556852,65,70,65-69,Non COVID-19,5606,0.010067306932542219
Alabama,2019,556852,65,70,65-69,Not Classified,85,1.5264379045060446e-4
Alabama,2019,556852,65,70,65-69,Other Causes,971,0.0017437308297357287
Alabama,2019,556852,65,70,65-69,Other External Causes,112,2.0113064153491413e-4
Alabama,2019,556852,65,70,65-69,Other Respiratory,537,9.643495937879364e-4
Alabama,2019,556852,65,70,65-69,Suicide,41,7.362818127617392e-5
Alabama,2019,556852,65,70,65-69,Transport,56,1.0056532076745707e-4
Alabama,2020,569036,65,70,65-69,All Causes,6882,0.012094138156461102
Alabama,2020,569036,65,70,65-69,Circulatory,1881,0.003305590507454713
Alabama,2020,569036,65,70,65-69,COVID-19,1131,0.001987571963812483
Alabama,2020,569036,65,70,65-69,Dementia,164,2.88206721543101e-4
Alabama,2020,569036,65,70,65-69,Diabetes,192,3.374127471724109e-4
Alabama,2020,569036,65,70,65-69,Drugs,21,3.6904519221982444e-5
Alabama,2020,569036,65,70,65-69,External Causes,223,3.918908469762897e-4
Alabama,2020,569036,65,70,65-69,Homicide,11,1.933093864008604e-5
Alabama,2020,569036,65,70,65-69,Influenza,115,2.0209617669180862e-4
Alabama,2020,569036,65,70,65-69,Neoplasms,1554,0.002730934422426701
Alabama,2020,569036,65,70,65-69,Non COVID-19,5751,0.01010656619264862
Alabama,2020,569036,65,70,65-69,Not Classified,100,1.75735805818964e-4
Alabama,2020,569036,65,70,65-69,Other Causes,1012,0.0017784463548879156
Alabama,2020,569036,65,70,65-69,Other External Causes,94,1.6519165746982617e-4
Alabama,2020,569036,65,70,65-69,Other Respiratory,510,8.962526096767164e-4
Alabama,2020,569036,65,70,65-69,Suicide,38,6.677960621120632e-5
Alabama,2020,569036,65,70,65-69,Transport,59,1.0368412543318876e-4
Alabama,2019,456652,70,75,70-74,All Causes,6317,0.013833290996207177
Alabama,2019,456652,70,75,70-74,Circulatory,2018,0.004419120030132354
Alabama,2019,456652,70,75,70-74,COVID-19,0,0
Alabama,2019,456652,70,75,70-74,Dementia,334,7.314103518653154e-4
Alabama,2019,456652,70,75,70-74,Diabetes,174,3.8103413540288886e-4
Alabama,2019,456652,70,75,70-74,Drugs,14,3.065791894046232e-5
Alabama,2019,456652,70,75,70-74,External Causes,219,4.7957744628294633e-4
Alabama,2019,456652,70,75,70-74,Homicide,0,0
Alabama,2019,456652,70,75,70-74,Influenza,121,2.649720136997101e-4
Alabama,2019,456652,70,75,70-74,Neoplasms,1652,0.003617634434974554
Alabama,2019,456652,70,75,70-74,Non COVID-19,6317,0.013833290996207177
Alabama,2019,456652,70,75,70-74,Not Classified,86,1.8832721634855427e-4
Alabama,2019,456652,70,75,70-74,Other Causes,985,0.0021570035825968135
Alabama,2019,456652,70,75,70-74,Other External Causes,98,2.1460543258323625e-4
Alabama,2019,456652,70,75,70-74,Other Respiratory,728,0.0015942117849040407
Alabama,2019,456652,70,75,70-74,Suicide,48,1.0511286493872796e-4
Alabama,2019,456652,70,75,70-74,Transport,50,1.0949256764450829e-4
Alabama,2020,475448,70,75,70-74,All Causes,8536,0.017953593242583835
Alabama,2020,475448,70,75,70-74,Circulatory,2352,0.0049469132271037
Alabama,2020,475448,70,75,70-74,COVID-19,1473,0.0030981306052396897
Alabama,2020,475448,70,75,70-74,Dementia,378,7.950396257845233e-4
Alabama,2020,475448,70,75,70-74,Diabetes,222,4.669280341909105e-4
Alabama,2020,475448,70,75,70-74,Drugs,0,0
Alabama,2020,475448,70,75,70-74,External Causes,203,4.269657249583551e-4
Alabama,2020,475448,70,75,70-74,Homicide,0,0
Alabama,2020,475448,70,75,70-74,Influenza,145,3.049755178273965e-4
Alabama,2020,475448,70,75,70-74,Neoplasms,1729,0.0036365701401625413
Alabama,2020,475448,70,75,70-74,Non COVID-19,7063,0.014855462637344148
Alabama,2020,475448,70,75,70-74,Not Classified,104,2.1874106106240852e-4
Alabama,2020,475448,70,75,70-74,Other Causes,1217,0.002559691070316838
Alabama,2020,475448,70,75,70-74,Other External Causes,115,2.418771348286248e-4
Alabama,2020,475448,70,75,70-74,Other Respiratory,713,0.0014996382359374737
Alabama,2020,475448,70,75,70-74,Suicide,47,9.88541333647423e-5
Alabama,2020,475448,70,75,70-74,Transport,29,6.0995103565479294e-5
Alabama,2019,314476,75,80,75-79,All Causes,6603,0.0209968328266704
Alabama,2019,314476,75,80,75-79,Circulatory,2185,0.006948065989137486
Alabama,2019,314476,75,80,75-79,COVID-19,0,0
Alabama,2019,314476,75,80,75-79,Dementia,617,0.001961993920044773
Alabama,2019,314476,75,80,75-79,Diabetes,174,5.533013648100332e-4
Alabama,2019,314476,75,80,75-79,Drugs,0,0
Alabama,2019,314476,75,80,75-79,External Causes,182,5.787405080196899e-4
Alabama,2019,314476,75,80,75-79,Homicide,0,0
Alabama,2019,314476,75,80,75-79,Influenza,125,3.974866126508859e-4
Alabama,2019,314476,75,80,75-79,Neoplasms,1466,0.00466172299316959
Alabama,2019,314476,75,80,75-79,Non COVID-19,6603,0.0209968328266704
Alabama,2019,314476,75,80,75-79,Not Classified,83,2.6393111080018827e-4
Alabama,2019,314476,75,80,75-79,Other Causes,994,0.0031608135437998447
Alabama,2019,314476,75,80,75-79,Other External Causes,114,3.6250779073760796e-4
Alabama,2019,314476,75,80,75-79,Other Respiratory,777,0.002470776784237907
Alabama,2019,314476,75,80,75-79,Suicide,29,9.221689413500554e-5
Alabama,2019,314476,75,80,75-79,Transport,25,7.949732253017718e-5
Alabama,2020,323412,75,80,75-79,All Causes,8745,0.027039812993951987
Alabama,2020,323412,75,80,75-79,Circulatory,2506,0.007748630230170804
Alabama,2020,323412,75,80,75-79,COVID-19,1463,0.004523641670686307
Alabama,2020,323412,75,80,75-79,Dementia,707,0.002186066070523048
Alabama,2020,323412,75,80,75-79,Diabetes,191,5.905779624751092e-4
Alabama,2020,323412,75,80,75-79,Drugs,0,0
Alabama,2020,323412,75,80,75-79,External Causes,188,5.813018688236676e-4
Alabama,2020,323412,75,80,75-79,Homicide,0,0
Alabama,2020,323412,75,80,75-79,Influenza,146,4.514365577034866e-4
Alabama,2020,323412,75,80,75-79,Neoplasms,1535,0.004746267918320903
Alabama,2020,323412,75,80,75-79,Non COVID-19,7282,0.02251617132326568
Alabama,2020,323412,75,80,75-79,Not Classified,100,3.0920312171471684e-4
Alabama,2020,323412,75,80,75-79,Other Causes,1161,0.0035898482431078625
Alabama,2020,323412,75,80,75-79,Other External Causes,110,3.401234338861885e-4
Alabama,2020,323412,75,80,75-79,Other Respiratory,748,0.002312839350426082
Alabama,2020,323412,75,80,75-79,Suicide,42,1.2986531112018108e-4
Alabama,2020,323412,75,80,75-79,Transport,33,1.0203703016585656e-4
Alabama,2019,203782,80,85,80-84,All Causes,6887,0.033795919168523224
Alabama,2019,203782,80,85,80-84,Circulatory,2375,0.011654611300311117
Alabama,2019,203782,80,85,80-84,COVID-19,0,0
