state,cause,pop,ageGroup,ASCDR2019,ASCDR2020
Alaska,Neoplasms,1020856,65Plus,417.7338739211701,390.7640603707004
Alaska,Non COVID-19,1020856,25Plus,588.2215186052437,603.8567139279448
Alaska,Non COVID-19,1020856,2564,193.590844806605,221.34040697374
Alaska,Non COVID-19,1020856,65Plus,1815.0288846834942,1793.0035648286328
Alaska,Not Classified,1020856,25Plus,0,0
Alaska,Not Classified,1020856,2564,0,0
Alaska,Not Classified,1020856,65Plus,0,0
Alaska,Other Causes,1020856,25Plus,103.86893095054911,112.80922285103972
Alaska,Other Causes,1020856,2564,39.028247579591714,54.848418735041506
Alaska,Other Causes,1020856,65Plus,305.4422836130114,292.9947637996575
Alaska,Other External Causes,1020856,25Plus,23.440508155439442,22.51309107409998
Alaska,Other External Causes,1020856,2564,11.910783859160745,15.604235853480336
Alaska,Other External Causes,1020856,65Plus,59.283516909349636,43.99098176677627
Alaska,Other Respiratory,1020856,25Plus,39.15534929942761,33.964698768322634
Alaska,Other Respiratory,1020856,2564,5.62827026105956,5.320947371987717
Alaska,Other Respiratory,1020856,65Plus,143.38259329806564,123.01090713039314
Alaska,Suicide,1020856,25Plus,11.269716365551798,10.586815303178014
Alaska,Suicide,1020856,2564,14.894878624785886,12.285413635686822
Alaska,Suicide,1020856,65Plus,0,5.306300926859333
Alaska,Transport,1020856,25Plus,3.3396401031401886,1.1871439300848172
Alaska,Transport,1020856,2564,4.413911794514354,1.5690159517070394
Alaska,Transport,1020856,65Plus,0,0
Arizona,All Causes,10355140,25Plus,564.067954813952,732.0993636435634
Arizona,All Causes,10355140,2564,196.118710492444,271.6968378911201
Arizona,All Causes,10355140,65Plus,1707.9294771113332,2163.374850967523
Arizona,Circulatory,10355140,25Plus,163.86175106881964,176.89348212451992
Arizona,Circulatory,10355140,2564,39.347944848152075,44.493739175514385
Arizona,Circulatory,10355140,65Plus,550.9438123276924,588.4909343782866
Arizona,COVID-19,10355140,25Plus,0,123.7686618725844
Arizona,COVID-19,10355140,2564,0,45.540099137768884
Arizona,COVID-19,10355140,65Plus,0,366.9615593657881
Arizona,Dementia,10355140,25Plus,52.844856886141166,60.313259642252284
Arizona,Dementia,10355140,2564,0.9490796388332289,1.1152079676751179
Arizona,Dementia,10355140,65Plus,214.17575694648284,244.34509161512392
Arizona,Diabetes,10355140,25Plus,20.967753852605078,23.878514086185938
Arizona,Diabetes,10355140,2564,9.1136006324842,11.568838312627891
Arizona,Diabetes,10355140,65Plus,57.81933041425116,62.14619553038516
Arizona,Drugs,10355140,25Plus,15.672753352775876,21.037153048505594
Arizona,Drugs,10355140,2564,19.661772984613982,26.71016486978314
Arizona,Drugs,10355140,65Plus,3.271896063444139,3.4011882026925906
Arizona,External Causes,10355140,25Plus,58.00664066183716,64.76640619523045
Arizona,External Causes,10355140,2564,51.46676615950557,62.02948295148345
Arizona,External Causes,10355140,65Plus,78.33746323945965,73.27481118944753
Arizona,Homicide,10355140,25Plus,2.8361738224364643,3.698335591210027
Arizona,Homicide,10355140,2564,3.5947795045653255,4.702132657060734
Arizona,Homicide,10355140,65Plus,0.47785983273535854,0.5777833478186755
Arizona,Influenza,10355140,25Plus,9.274194548776547,8.98852986951831
Arizona,Influenza,10355140,2564,2.669634018360096,3.0448016424034687
Arizona,Influenza,10355140,65Plus,29.806109694731255,27.466083833588453
Arizona,Neoplasms,10355140,25Plus,117.85173114038103,114.19610308236734
Arizona,Neoplasms,10355140,2564,41.85278507172422,40.352652389550954
Arizona,Neoplasms,10355140,65Plus,354.11331200975326,343.7567917499895
Arizona,Non COVID-19,10355140,25Plus,564.067954813952,608.330701770979
Arizona,Non COVID-19,10355140,2564,196.118710492444,226.15673875335122
Arizona,Non COVID-19,10355140,65Plus,1707.9294771113332,1796.413291601735
Arizona,Not Classified,10355140,25Plus,8.395192723877566,8.91995384687856
Arizona,Not Classified,10355140,2564,2.0591663789449437,2.48886914056473
Arizona,Not Classified,10355140,65Plus,28.09230272500088,28.912576350431667
Arizona,Other Causes,10355140,25Plus,88.25400249602103,105.68631017136919
Arizona,Other Causes,10355140,2564,40.04230246263318,51.012233704789516
Arizona,Other Causes,10355140,65Plus,238.13203443606963,275.65424271213885
Arizona,Other External Causes,10355140,25Plus,18.280190042348895,19.639909218529255
Arizona,Other External Causes,10355140,2564,7.378643640769652,9.810833490845292
Arizona,Other External Causes,10355140,65Plus,52.17035194579342,50.196029928538856
Arizona,Other Respiratory,10355140,25Plus,44.342769314981815,44.18269485975729
Arizona,Other Respiratory,10355140,2564,8.274736675448871,9.483216101931342
Arizona,Other Respiratory,10355140,65Plus,156.46919804947933,152.05463428456213
Arizona,Suicide,10355140,25Plus,12.316672683372934,11.21817384064837
Arizona,Suicide,10355140,2564,12.277809586374552,11.438105454004688
Arizona,Suicide,10355140,65Plus,12.437488263184044,10.534461850645588
Arizona,Transport,10355140,25Plus,8.562101085556868,8.887771854563406
Arizona,Transport,10355140,2564,8.553760443182052,9.368246479789592
Arizona,Transport,10355140,65Plus,8.588030041876342,7.394097265694673
Arkansas,All Causes,4164198,25Plus,750.8806648200115,895.0243357849264
Arkansas,All Causes,4164198,2564,266.2762678400149,328.59302702876744
Arkansas,All Causes,4164198,65Plus,2257.393673872932,2655.9166031558498
Arkansas,Circulatory,4164198,25Plus,250.3381814398986,254.87478190294757
Arkansas,Circulatory,4164198,2564,76.42842276249647,85.1823300662501
Arkansas,Circulatory,4164198,65Plus,790.9798171359425,782.4058728778059
Arkansas,COVID-19,4164198,25Plus,0,113.75717109863757
Arkansas,COVID-19,4164198,2564,0,29.084904563921103
Arkansas,COVID-19,4164198,65Plus,0,376.9819206788854
Arkansas,Dementia,4164198,25Plus,73.47350716663236,77.8730973531597
Arkansas,Dementia,4164198,2564,1.32672020898941,1.540308113655032
Arkansas,Dementia,4164198,65Plus,297.7596956337692,315.17251255296725
Arkansas,Diabetes,4164198,25Plus,26.195676411060457,31.09459911072796
Arkansas,Diabetes,4164198,2564,11.233635388804842,14.807086101279253
Arkansas,Diabetes,4164198,65Plus,72.70889334116184,81.72837459185719
Arkansas,Drugs,4164198,25Plus,7.838412914910282,11.206466335910536
Arkansas,Drugs,4164198,2564,9.956287103758697,14.385326330374662
Arkansas,Drugs,4164198,65Plus,1.2544755075713157,1.32419129783287
Arkansas,External Causes,4164198,25Plus,51.4665973234599,61.99056086538657
Arkansas,External Causes,4164198,2564,48.095548720582826,60.20672125383391
Arkansas,External Causes,4164198,65Plus,61.946338337022404,67.53606890785473
Arkansas,Homicide,4164198,25Plus,4.057768976834626,6.1313779505695045
Arkansas,Homicide,4164198,2564,5.363043260087765,7.799421426575575
Arkansas,Homicide,4164198,65Plus,0,0.9458509270234785
Arkansas,Influenza,4164198,25Plus,13.879666605433739,14.134385420521703
Arkansas,Influenza,4164198,2564,3.9267113977848336,4.07068458827354
Arkansas,Influenza,4164198,65Plus,44.82089741614596,45.41989648373307
Arkansas,Neoplasms,4164198,25Plus,150.87646520462297,146.34026811761456
Arkansas,Neoplasms,4164198,2564,56.04770685572459,56.74653755788502
Arkansas,Neoplasms,4164198,65Plus,445.6751896389126,424.8646097434009
Arkansas,Non COVID-19,4164198,25Plus,750.8806648200115,781.0667256199768
Arkansas,Non COVID-19,4164198,2564,266.2762678400149,299.24320758433424
Arkansas,Non COVID-19,4164198,65Plus,2257.393673872932,2278.9346824769646
Arkansas,Not Classified,4164198,25Plus,2.3758509536721455,2.7106772197468336
Arkansas,Not Classified,4164198,2564,1.3688278971842927,1.57372482883284
Arkansas,Not Classified,4164198,65Plus,5.506431989398504,6.245175829870783
Arkansas,Other Causes,4164198,25Plus,111.18362608067163,122.19532438288898
Arkansas,Other Causes,4164198,2564,47.97509689757584,54.928342722607454
Arkansas,Other Causes,4164198,65Plus,307.68302247670897,331.31142729584167
Arkansas,Other External Causes,4164198,25Plus,15.678606077030091,17.60145494234794
Arkansas,Other External Causes,4164198,2564,8.394300042607235,9.499166641937604
Arkansas,Other External Causes,4164198,65Plus,38.32367878204252,42.789428480626206
Arkansas,Other Respiratory,4164198,25Plus,67.91228491905957,66.87722502959149
Arkansas,Other Respiratory,4164198,2564,17.085922827516686,17.461281556771816
Arkansas,Other Respiratory,4164198,65Plus,225.91864262221563,220.49894650047517
Arkansas,Suicide,4164198,25Plus,11.077663349294895,11.72856925517112
Arkansas,Suicide,4164198,2564,12.230236878859232,12.660058078589406
Arkansas,Suicide,4164198,65Plus,7.494602553727266,8.832805124650918
Arkansas,Transport,4164198,25Plus,11.288473555651116,14.592546377900916
Arkansas,Transport,4164198,2564,11.890537501481672,15.862748776356662
Arkansas,Transport,4164198,65Plus,9.416808394691154,10.643807057067239
California,All Causes,55609848,25Plus,521.3567890173101,659.3033403870155
California,All Causes,55609848,2564,152.54113411275785,207.6204982230457
California,All Causes,55609848,65Plus,1667.9117635876619,2063.4715277303626
California,Circulatory,55609848,25Plus,172.3704379431125,183.40401113681745
California,Circulatory,55609848,2564,36.6519975389851,40.96727118128351
California,Circulatory,55609848,65Plus,594.28488467817,626.2039589857374
California,COVID-19,55609848,25Plus,0,110.94286452704094
California,COVID-19,55609848,2564,0,37.35308954200943
California,COVID-19,55609848,65Plus,0,339.714939314475
California,Dementia,55609848,25Plus,51.20879996873381,57.930089894741016
California,Dementia,55609848,2564,0.747296924513591,0.8300991446591385
California,Dementia,55609848,65Plus,208.08090279370938,235.43957890862333
California,Diabetes,55609848,25Plus,19.533456961691837,23.46154592842643
California,Diabetes,55609848,2564,6.787031981442334,8.173190074141516
California,Diabetes,55609848,65Plus,59.158881682003724,70.98919347979876
California,Drugs,55609848,25Plus,9.58368698189717,14.103300026257731
California,Drugs,55609848,2564,11.273262475617472,16.834881548489655
California,Drugs,55609848,65Plus,4.331222338717893,5.611501098769174
California,External Causes,55609848,25Plus,35.947433881245814,41.021093374917506
California,External Causes,55609848,2564,31.736441382856615,38.73512301122401
California,External Causes,55609848,65Plus,49.03834890261624,48.12759945013135
California,Homicide,55609848,25Plus,2.2855263473344394,3.182662937112991
California,Homicide,55609848,2564,2.7705652972753794,3.883500898557386
California,Homicide,55609848,65Plus,0.7776624225802492,1.003934240605327
California,Influenza,55609848,25Plus,11.500316969114605,10.489107399784647
California,Influenza,55609848,2564,2.261289033109122,2.1392186655520193
California,Influenza,55609848,65Plus,40.22212771481889,36.44680832172886
California,Neoplasms,55609848,25Plus,117.75664392899056,115.30925959742288
California,Neoplasms,55609848,2564,38.38538758812205,37.700642064545875
California,Neoplasms,55609848,65Plus,364.50188802409986,356.574903608321
California,Non COVID-19,55609848,25Plus,521.3547491994017,548.3604758599746
California,Non COVID-19,55609848,2564,152.54113411275785,170.2674086810363
California,Non COVID-19,55609848,65Plus,1667.9033824896608,1723.7565884158873
California,Not Classified,55609848,25Plus,2.0806202228705515,3.1124506862367247
California,Not Classified,55609848,2564,1.5164549075259157,2.7530950890832324
California,Not Classified,55609848,65Plus,3.834468087478803,4.229596724038902
California,Other Causes,55609848,25Plus,75.32846717876478,80.86681333591208
California,Other Causes,55609848,2564,29.135203325164078,33.60761118904343
California,Other Causes,55609848,65Plus,218.93168943540493,227.7837692599793
California,Other External Causes,55609848,25Plus,10.110877918385844,10.247143039325879
California,Other External Causes,55609848,2564,4.246585576441229,4.6462384021442755
California,Other External Causes,55609848,65Plus,28.341485723608983,27.65894481199368
California,Other Respiratory,55609848,25Plus,35.59963109066827,32.745805658407264
California,Other Respiratory,55609848,2564,5.281780824215124,5.334329825269911
California,Other Respiratory,55609848,65Plus,129.8501911713593,117.9611796775286
California,Suicide,55609848,25Plus,7.144054139580713,6.390124941963435
California,Suicide,55609848,2564,6.9522253107866145,6.039845108817268
California,Suicide,55609848,65Plus,7.740401650851074,7.479056715451596
California,Transport,55609848,25Plus,6.7534965891000285,7.060036781736519
California,Transport,55609848,2564,6.493802722735918,7.330657053215427
California,Transport,55609848,65Plus,7.560819408469605,6.218746520985469
Colorado,All Causes,8242120,25Plus,561.2936762790636,656.0511505461003
Colorado,All Causes,8242120,2564,162.59381993700555,192.8295944467416
Colorado,All Causes,8242120,65Plus,1800.7511059474832,2096.090293167059
Colorado,Circulatory,8242120,25Plus,156.7639934993969,159.88506172625665
Colorado,Circulatory,8242120,2564,30.533158154661486,33.085485159714246
Colorado,Circulatory,8242120,65Plus,549.1838658232357,554.0730072553251
Colorado,COVID-19,8242120,25Plus,0,74.78801049427223
Colorado,COVID-19,8242120,2564,0,13.666080724744782
Colorado,COVID-19,8242120,65Plus,0,264.8006948818903
Colorado,Dementia,8242120,25Plus,59.99409476180219,67.53007449781315
Colorado,Dementia,8242120,2564,1.0735089721214492,0.8154390362442263
Colorado,Dementia,8242120,65Plus,243.1633551860668,274.9290722027918
Colorado,Diabetes,8242120,25Plus,14.299227099418921,16.164388808633706
Colorado,Diabetes,8242120,2564,4.909303101547254,5.7038713330362345
Colorado,Diabetes,8242120,65Plus,43.490135694075754,48.68350286665886
Colorado,Drugs,8242120,25Plus,10.033009297635585,14.258633832008242
Colorado,Drugs,8242120,2564,12.50134339363619,17.963061504608348
Colorado,Drugs,8242120,65Plus,2.35958031208041,2.7425012615106277
Colorado,External Causes,8242120,25Plus,55.988819760820334,61.17335609250219
Colorado,External Causes,8242120,2564,42.814555235025836,50.11172369752261
Colorado,External Causes,8242120,65Plus,96.94428986488762,95.56118502729787
Colorado,Homicide,8242120,25Plus,2.027073185265285,2.6176239122349028
Colorado,Homicide,8242120,2564,2.6791276797680252,3.459642567159411
Colorado,Homicide,8242120,65Plus,0,0
Colorado,Influenza,8242120,25Plus,6.360329135511052,4.767480806672954
Colorado,Influenza,8242120,2564,1.7564537890248495,1.064793501828671
Colorado,Influenza,8242120,65Plus,20.67261797309207,16.27820301217796
Colorado,Neoplasms,8242120,25Plus,115.95003705804187,112.73596941879433
Colorado,Neoplasms,8242120,2564,34.81057010773885,33.46869399790657
Colorado,Neoplasms,8242120,65Plus,368.19220256463484,359.1579630241835
Colorado,Non COVID-19,8242120,25Plus,561.2936762790636,581.2631400518279
Colorado,Non COVID-19,8242120,2564,162.59381993700555,179.16351372199685
Colorado,Non COVID-19,8242120,65Plus,1800.7511059474832,1831.2895982851685
Colorado,Not Classified,8242120,25Plus,2.756549258042241,2.181531395620946
Colorado,Not Classified,8242120,2564,0.25634365449323254,0.21978572423251297
Colorado,Not Classified,8242120,65Plus,10.529058732835692,8.28010456750639
Colorado,Other Causes,8242120,25Plus,97.1687410302227,108.16530909901559
Colorado,Other Causes,8242120,2564,37.62520726862724,45.47680137982363
Colorado,Other Causes,8242120,65Plus,282.27458979231744,303.0480897457117
Colorado,Other External Causes,8242120,25Plus,22.56244601575436,23.32225355227758
Colorado,Other External Causes,8242120,2564,6.68306289787356,8.135908912100906
Colorado,Other External Causes,8242120,65Plus,71.92744846291586,70.53277393336201
Colorado,Other Respiratory,8242120,25Plus,50.735996749723974,47.541350954546665
Colorado,Other Respiratory,8242120,2564,7.44924351846968,8.036238043401008
Colorado,Other Respiratory,8242120,65Plus,185.30360956740122,170.35279652878498
Colorado,Suicide,8242120,25Plus,13.4812208064483,13.184469629149499
Colorado,Suicide,8242120,2564,13.944360877203115,13.32220358856528
Colorado,Suicide,8242120,65Plus,12.041434981239169,12.756289441471997
Colorado,Transport,8242120,25Plus,7.23070935565768,7.181941985029598
Colorado,Transport,8242120,2564,7.00666038654495,7.0787477775430885
Colorado,Transport,8242120,65Plus,7.9272211676360556,7.502746783760614
Connecticut,All Causes,5083062,25Plus,559.8038043753636,683.7193122695601
Connecticut,All Causes,5083062,2564,161.97026917554675,199.78009644567564
Connecticut,All Causes,5083062,65Plus,1796.568059819741,2188.164440652588
Connecticut,Circulatory,5083062,25Plus,162.9598914448745,160.1001096290801
Connecticut,Circulatory,5083062,2564,30.85950681688081,34.92521340356356
Connecticut,Circulatory,5083062,65Plus,573.6267140803732,549.2373331990389
Connecticut,COVID-19,5083062,25Plus,0,124.5081483819921
Connecticut,COVID-19,5083062,2564,0,21.64763055601763
Connecticut,COVID-19,5083062,65Plus,0,444.2755900074688
Connecticut,Dementia,5083062,25Plus,57.80636736452628,59.23364033969289
Connecticut,Dementia,5083062,2564,1.006219592953848,1.0247937688389985
Connecticut,Dementia,5083062,65Plus,234.3837200820549,240.19028280403396
Connecticut,Diabetes,5083062,25Plus,13.044143399426819,15.542559839555059
Connecticut,Diabetes,5083062,2564,3.5493403385716764,5.69321854152799
Connecticut,Diabetes,5083062,65Plus,42.5610945841768,46.161681103311246
Connecticut,Drugs,5083062,25Plus,22.549266411452052,25.021077057277427
Connecticut,Drugs,5083062,2564,28.510810494751205,31.818255153007385
Connecticut,Drugs,5083062,65Plus,4.016327437926049,3.890362416878841
Connecticut,External Causes,5083062,25Plus,51.73114532530005,54.68962086396866
Connecticut,External Causes,5083062,2564,48.3584794165498,52.520962214934194
Connecticut,External Causes,5083062,65Plus,62.21591413545859,61.431434366540756
Connecticut,Homicide,5083062,25Plus,1.0709497254614573,1.2545724631091701
Connecticut,Homicide,5083062,2564,1.4154452212085582,1.6581344159760318
Connecticut,Homicide,5083062,65Plus,0,0
Connecticut,Influenza,5083062,25Plus,9.872868622602732,7.073658824583652
Connecticut,Influenza,5083062,2564,1.4974330053143,0.8103448645477433
Connecticut,Influenza,5083062,65Plus,35.90998836927113,26.544724335708903
Connecticut,Neoplasms,5083062,25Plus,120.04031286639034,119.5319712557551
Connecticut,Neoplasms,5083062,2564,36.503185567848945,38.245925846965406
Connecticut,Neoplasms,5083062,65Plus,379.7362004779039,372.22981226990277
Connecticut,Non COVID-19,5083062,25Plus,559.8038043753636,559.0772177339045
Connecticut,Non COVID-19,5083062,2564,161.97026917554675,177.95543288932708
Connecticut,Non COVID-19,5083062,65Plus,1796.568059819741,1743.8888506451194
Connecticut,Not Classified,5083062,25Plus,6.628768664140739,5.307540899892962
Connecticut,Not Classified,5083062,2564,0.9646585532283897,0.7357935047389732
Connecticut,Not Classified,5083062,65Plus,24.237060334572814,19.519952029104374
Connecticut,Other Causes,5083062,25Plus,95.64329640521194,100.08133097619478
Connecticut,Other Causes,5083062,2564,31.177716967233273,36.942250104475356
Connecticut,Other Causes,5083062,65Plus,296.05054542044974,296.36483006466074
Connecticut,Other External Causes,5083062,25Plus,15.376740858679455,15.393478777831936
Connecticut,Other External Causes,5083062,2564,5.787244557941823,6.234744841690963
Connecticut,Other External Causes,5083062,65Plus,45.188069475085776,43.86567570224485
Connecticut,Other Respiratory,5083062,25Plus,40.00556028759729,35.7995139527766
Connecticut,Other Respiratory,5083062,2564,5.357977189760972,5.272509767402723
Connecticut,Other Respiratory,5083062,65Plus,147.71616917686637,130.70028088613367
Connecticut,Suicide,5083062,25Plus,6.999672817519868,6.1928850716818244
Connecticut,Suicide,5083062,2564,7.606993858181151,6.139003840801538
Connecticut,Suicide,5083062,65Plus,5.111664672877413,6.360388246995122
Connecticut,Transport,5083062,25Plus,4.429432845186699,5.247958074660166
Connecticut,Transport,5083062,2564,4.464410674089806,5.834095116012061
Connecticut,Transport,5083062,65Plus,4.320695585270475,3.4258056480884567
Delaware,All Causes,1422344,25Plus,620.9765499949956,747.2376462700474
Delaware,All Causes,1422344,2564,212.97697036806989,242.48385519514346
Delaware,All Causes,1422344,65Plus,1889.3444769609125,2316.3900463761306
Delaware,Circulatory,1422344,25Plus,193.05407908780467,207.5046916929613
Delaware,Circulatory,1422344,2564,42.00847635639563,46.34835901305978
Delaware,Circulatory,1422344,65Plus,662.6168129242869,708.4991382694615
Delaware,COVID-19,1422344,25Plus,0,91.02316265151269
Delaware,COVID-19,1422344,2564,0,18.748159983147673
Delaware,COVID-19,1422344,65Plus,0,315.70794146857514
Delaware,Dementia,1422344,25Plus,53.72959321960365,66.31726618857901
Delaware,Dementia,1422344,2564,0,0
Delaware,Dementia,1422344,65Plus,220.76136524002078,272.48094291238647
Delaware,Diabetes,1422344,25Plus,15.993380654086835,20.027044562120736
Delaware,Diabetes,1422344,2564,5.966499746236646,7.744688877605124
Delaware,Diabetes,1422344,65Plus,47.164427846471675,58.20979473081482
Delaware,Drugs,1422344,25Plus,30.637877559857902,30.045712406380307
Delaware,Drugs,1422344,2564,40.493252249901715,39.71060361875806
Delaware,Drugs,1422344,65Plus,0,0
Delaware,External Causes,1422344,25Plus,62.88240289540786,61.876243858029234
Delaware,External Causes,1422344,2564,64.82258045472878,62.97807111130062
Delaware,External Causes,1422344,65Plus,56.8508795514086,58.45094045358879
Delaware,Homicide,1422344,25Plus,0,2.5450743320189884
Delaware,Homicide,1422344,2564,0,3.3637557536369047
Delaware,Homicide,1422344,65Plus,0,0
Delaware,Influenza,1422344,25Plus,6.421063219090252,7.137509494567951
Delaware,Influenza,1422344,2564,1.0447797607965306,0
Delaware,Influenza,1422344,65Plus,23.13457432371575,29.326228731981725
Delaware,Neoplasms,1422344,25Plus,134.81771417882686,136.55008429852614
Delaware,Neoplasms,1422344,2564,45.11661182087002,45.62950022689591
Delaware,Neoplasms,1422344,65Plus,413.67584768071447,419.1992792876807
Delaware,Non COVID-19,1422344,25Plus,620.9765499949956,654.5804233916994
Delaware,Non COVID-19,1422344,2564,212.97697036806989,221.57600210572568
Delaware,Non COVID-19,1422344,65Plus,1889.3444769609125,2000.6821049075554
Delaware,Not Classified,1422344,25Plus,0,0
Delaware,Not Classified,1422344,2564,0,0
Delaware,Not Classified,1422344,65Plus,0,0
Delaware,Other Causes,1422344,25Plus,98.54262426555081,102.5976799791763
Delaware,Other Causes,1422344,2564,38.48721042444493,42.63895659185572
Delaware,Other Causes,1422344,65Plus,285.23977926354274,288.99424871054225
Delaware,Other External Causes,1422344,25Plus,10.454724116587265,10.318813759724067
Delaware,Other External Causes,1422344,2564,1.3930396810620405,1.1596054205505801
Delaware,Other External Causes,1422344,65Plus,38.625218588214246,38.79248548367341
Delaware,Other Respiratory,1422344,25Plus,43.96219505416012,41.084671184872796
Delaware,Other Respiratory,1422344,2564,7.376663298146107,6.4087578213558425
Delaware,Other Respiratory,1422344,65Plus,157.69739819518517,148.88335173437397
Delaware,Suicide,1422344,25Plus,6.8832546581979175,4.199505109244859
Delaware,Suicide,1422344,2564,9.0974110928594,5.550372064160434
Delaware,Suicide,1422344,65Plus,0,0
Delaware,Transport,1422344,25Plus,5.07683412202456,2.4574593573017784
Delaware,Transport,1422344,2564,5.725861183646783,2.448945373745595
